cloudnum,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3,MLUM_MSUN_nn,MLUM_MSUN_nn2,MLUM_MSUN_nn3,SIGV_KMS_nn,SIGV_KMS_nn2,SIGV_KMS_nn3
11,169.56194696679844,-0.0071393000982330045,-32.792315964186514,18.0,17.0,13.0,158.33898297219272,174.09752904696515,211.32741223369743,2.7373016066426303,3.0097291079383908,3.653344578678512,1.3194915247682737,1.450812742058044,1.7610617686141468,3751047.8475850928,3596629.1189001016,5148829.474847498,9.824002846338603,7.8059727668109264,6.559742764651188
12,169.56121632776743,-0.007753768375002599,-32.789282820946944,13.0,10.0,24.0,226.7749427006392,264.4769129882071,303.9059348758505,3.920395365364736,4.572172090871912,5.2538054002152474,1.8897911891719952,2.203974274901728,2.532549457298756,5148829.474847498,2385804.6886235303,1231160.699758576,6.559742764651188,2.9728908275876362,6.365571552390128
13,169.5605791373645,-0.008289269794273487,-32.79104359421362,11.0,12.0,17.0,211.32741223369743,226.7749427006392,289.3902521321808,3.653344578678512,3.920395365364736,5.0028640277880925,1.7610617686141468,1.8897911891719952,2.411585434434841,2264566.9165523746,2461923.7108823378,3596629.1189001016,5.054743906619366,2.6169627398884616,7.8059727668109264
14,169.5643723532987,-0.005100632502971371,-32.78869809732789,24.0,10.0,16.0,88.05590200039715,95.1366575200382,309.55832402367815,1.5222755476608276,1.6446848438198218,5.351521664430706,0.7337991833366435,0.7928054793336523,2.5796527001973195,1231160.699758576,2385804.6886235303,2335085.388198641,6.365571552390128,2.9728908275876362,5.063283821667705
15,169.55604053083212,-0.012104293743216863,-32.79369885635933,20.0,3.0,33.0,253.43386124593337,360.27622333110367,370.9812121275406,4.381264187404627,6.2283126141624985,6.4133762193564525,2.1119488437161134,3.0023018610925334,3.0915101010628407,3054692.671296097,12683265.02508881,4344663.434312737,5.048626356954348,6.675393882637756,5.750164056089643
16,169.56657416515887,-0.003249689806759288,-32.78699946832979,19.0,7.0,14.0,161.2270392069104,202.71090636325675,309.55832402367815,2.7872291786338903,3.5043858388908173,5.351521664430706,1.3435586600575875,1.6892575530271408,2.5796527001973195,4388557.9659022,1880340.2484174175,1832128.4743955925,6.965735317098292,3.4397907443748896,5.4750706679337044
17,169.5608432623971,-0.008067020665325275,-32.793381615556235,11.0,27.0,18.0,174.09752904696515,202.4159863308401,283.79916062502394,3.0097291079383908,3.4992873782122684,4.906207452899557,1.450812742058044,1.6867998860903353,2.3649930052085346,2264566.9165523746,2792032.447851424,3751047.8475850928,5.054743906619366,3.8551716220838643,9.824002846338603
18,169.56343085883037,-0.0058918617847509075,-32.79262441656271,9.0,11.0,28.0,122.05997578990028,158.33898297219272,218.0567811885949,2.110124503547755,2.7373016066426303,3.769679243119087,1.0171664649158365,1.3194915247682737,1.8171398432382928,1235352.4963123545,2264566.9165523746,1035375.6568376336,8.596610514535083,5.054743906619366,15.725937964344679
19,169.56740291416378,-0.0025529374358543204,-32.78810697324828,16.0,14.0,7.0,161.2270392069104,322.2669445512486,336.00682962831826,2.7872291786338903,5.571223261190612,5.8087529509142914,1.3435586600575875,2.685557871260408,2.800056913569321,2335085.388198641,1832128.4743955925,1880340.2484174175,5.063283821667705,5.4750706679337044,3.4397907443748896
20,169.5583417945428,-0.010169711376894668,-32.794397163212906,33.0,15.0,17.0,241.00459850317955,253.43386124593337,287.7303590446268,4.166392017352236,4.381264187404627,4.974168453709443,2.0083716541931644,2.1119488437161134,2.397752992038559,4344663.434312737,4918621.620807073,3596629.1189001016,5.750164056089643,5.28016981544115,7.8059727668109264
21,169.56026854714796,-0.008549690425589774,-32.79808916589658,32.0,38.0,25.0,160.33931499836112,280.2607816064292,300.7946890489123,2.7718825542164254,4.845037358266506,5.200019414977273,1.3361609583196772,2.335506513386912,2.5066224087409377,2265225.422986855,2069836.6604699346,1855535.8660254364,5.870109976771301,5.617383535471421,5.798906691710588
22,169.56716469667546,-0.0027529133708866517,-32.79742658838816,29.0,26.0,23.0,215.2968860470959,215.83952342794586,282.28849912442087,3.721967269332333,3.7313481693895585,4.880091735373316,1.794140717059134,1.7986626952328837,2.352404159370176,4151753.006932705,5837251.110672852,3241664.1254633144,2.8951169506139447,4.292252535827234,3.1087907588526718
23,169.5654020211904,-0.004234685611099377,-32.795679392240665,30.0,22.0,26.0,248.62188926768985,282.28849912442087,385.07498143064817,4.298076722259176,4.880091735373316,6.657023719377484,2.0718490772307505,2.352404159370176,3.2089581785887384,731456.2045637164,2007143.5021190417,5837251.110672852,,4.291656507125749,4.292252535827234
24,169.56414750241498,-0.005289617682244259,-32.78938727746319,14.0,10.0,28.0,88.05590200039715,139.1542770159014,271.8630144359479,1.5222755476608276,2.4056440106964367,4.6998600864634765,0.7337991833366435,1.1596189751325126,2.2655251202995674,1832128.4743955925,2385804.6886235303,1035375.6568376336,5.4750706679337044,2.9728908275876362,15.725937964344679
25,169.562928068382,-0.006314068029964118,-32.79906948782845,38.0,32.0,37.0,94.04144044808274,210.7849380437926,297.27884452290436,1.625751164984632,3.643966499801692,5.139238887724313,0.7836786704006902,1.7565411503649395,2.4773237043575382,2069836.6604699346,2265225.422986855,3276498.378166463,5.617383535471421,5.870109976771301,2.9830417245311334
26,169.56584494058148,-0.0038622294904869592,-32.798782212864964,22.0,31.0,25.0,215.83952342794586,299.69340879040385,304.18282175876203,3.7313481693895585,5.180980918175078,5.258592110949551,1.7986626952328837,2.497445073253368,2.5348568479896856,2007143.5021190417,2087711.5118523357,1855535.8660254364,4.291656507125749,3.4649431935820734,5.798906691710588
27,169.5615803243319,-0.007447297492195319,-32.794902951231286,17.0,11.0,18.0,202.4159863308401,321.02041149070067,339.9427573305605,3.4992873782122684,5.549673691493235,5.8767957096887935,1.6867998860903353,2.675170095755841,2.832856311088007,3596629.1189001016,2264566.9165523746,3751047.8475850928,7.8059727668109264,5.054743906619366,9.824002846338603
28,169.56502343306585,-0.004553145278841461,-32.79146704824457,9.0,18.0,24.0,97.1755855953306,218.0567811885949,271.8630144359479,1.6799330245998312,3.769679243119087,4.6998600864634765,0.8097965466277556,1.8171398432382928,2.2655251202995674,1235352.4963123545,3751047.8475850928,1231160.699758576,8.596610514535083,9.824002846338603,6.365571552390128
29,169.56898809591127,-0.0012201689945945185,-32.79826538881452,22.0,31.0,26.0,215.2968860470959,285.67486642876617,331.7255299205372,3.721967269332333,4.938633911714657,5.734739537738043,1.794140717059134,2.380623886906388,2.764379416004479,2007143.5021190417,2087711.5118523357,5837251.110672852,4.291656507125749,3.4649431935820734,4.292252535827234
30,169.5654690932348,-0.004178399121780957,-32.793662474219325,9.0,18.0,23.0,228.14488523265263,246.85655983983472,248.62188926768985,3.944078389112255,4.2675584065013314,4.298076722259176,1.9012073769387736,2.057137998665291,2.0718490772307505,1235352.4963123545,3751047.8475850928,3241664.1254633144,8.596610514535083,9.824002846338603,3.1087907588526718
31,169.56798022963503,-0.002067314074570031,-32.80042348134533,29.0,26.0,45.0,285.67486642876617,299.69340879040385,327.7110163727545,4.938633911714657,5.180980918175078,5.665338218000097,2.380623886906388,2.497445073253368,2.730925136439623,4151753.006932705,5837251.110672852,3405277.422436449,2.8951169506139447,4.292252535827234,6.319415246040024
32,169.5609076087594,-0.00801239822965576,-32.79927430173343,38.0,21.0,25.0,148.29564583812288,160.33931499836112,210.7849380437926,2.563676373253509,2.7718825542164254,3.643966499801692,1.2357970486510248,1.3361609583196772,1.7565411503649395,2069836.6604699346,3997033.084250262,1855535.8660254364,5.617383535471421,5.72970365189648,5.798906691710588
33,169.55783217032769,-0.010597884011088313,-32.79630560588011,20.0,21.0,15.0,241.00459850317955,334.65546017129725,370.9812121275406,4.166392017352236,5.785391011128931,6.4133762193564525,2.0083716541931644,2.7887955014274795,3.0915101010628407,3054692.671296097,3997033.084250262,4918621.620807073,5.048626356954348,5.72970365189648,5.28016981544115
34,169.56469330522822,-0.00482988777260411,-32.80579811855373,41.0,56.0,53.0,243.96172859767185,255.927864824111,280.4905418537408,4.217513710865491,4.424379533186005,4.849009362395263,2.0330144049806003,2.132732206867593,2.3374211821145088,2585891.9145492697,1411673.820957787,2344169.366350086,3.5482781920014945,10.801466331693085,9.600317526730153
35,169.56625286073088,-0.0035191432432952773,-32.803771258725554,44.0,34.0,49.0,245.16021146329575,297.4234494862983,343.6219808876416,4.238232607829622,5.141738761041653,5.94040066890319,2.043001762194133,2.4785287457191547,2.863516507397016,412092.15727357,2347969.3842797494,465062.83925203164,,5.987903217715036,1.7777722246461172
36,169.56039524306377,-0.008442898335272364,-32.80117920744649,50.0,32.0,38.0,231.2572284058704,240.64242110713118,275.26664406056875,3.99788334483796,4.160130838017347,4.758700686958728,1.9271435700489208,2.0053535092260946,2.2938887005047417,2939480.764081734,2265225.422986855,2069836.6604699346,4.728045881550703,5.870109976771301,5.617383535471421
37,169.56447071117887,-0.005017245632416117,-32.801103891847546,38.0,25.0,26.0,292.13449002015426,297.27884452290436,319.5245054585774,5.050305325179012,5.139238887724313,5.5238130606602285,2.434454083501288,2.4773237043575382,2.662704212154814,2069836.6604699346,1855535.8660254364,5837251.110672852,5.617383535471421,5.798906691710588,4.292252535827234
38,169.56228352469546,-0.006855814144779122,-32.799607058559786,25.0,32.0,36.0,94.04144044808274,148.29564583812288,275.26664406056875,1.625751164984632,2.563676373253509,4.758700686958728,0.7836786704006902,1.2357970486510248,2.2938887005047417,1855535.8660254364,2265225.422986855,7677777.686021937,5.798906691710588,5.870109976771301,6.09205576407553
39,169.57028876511419,-0.00012685660679142137,-32.79263168540739,43.0,30.0,55.0,285.2124960101896,515.1361144975139,550.4097983757274,4.930640635100925,8.905469060018678,9.515266532123164,2.376770800084916,4.292800954145952,4.5867483197977315,3335142.544788275,731456.2045637164,3296722.5011660387,3.6040718729005374,,5.380321168727673
40,169.57552800200247,0.00427760914818436,-32.789029589044965,43.0,55.0,57.0,429.3022222988008,517.8702632404927,681.3322110211514,7.421606737490121,8.952735940268063,11.778601332895413,3.5775185191566763,4.315585527004109,5.677768425176266,3335142.544788275,3296722.5011660387,872721.0126463474,3.6040718729005374,5.380321168727673,3.1009323845023604
41,169.5654189569919,-0.004219879489800467,-32.80768168659782,53.0,52.0,47.0,171.47037835767497,174.43726742800584,202.12906237815483,2.964311967650524,3.0156023704717505,3.494327150592216,1.4289198196472923,1.4536438952333832,1.6844088531512915,2344169.366350086,803232.2322563621,1731295.8410270116,9.600317526730153,4.814677018228269,6.939302935364995
42,169.5620155686422,-0.007080753214327803,-32.803333824693425,50.0,36.0,56.0,313.13446416881465,314.09840423371134,365.9052539249507,5.4133445584591495,5.430008772405833,6.3256250649509695,2.6094538680734574,2.6174867019475956,3.049210449374592,2939480.764081734,7677777.686021937,1411673.820957787,4.728045881550703,6.09205576407553,10.801466331693085
43,169.5727718095519,0.001960502636058856,-32.791631403205464,39.0,55.0,40.0,285.2124960101896,349.25213336905256,429.3022222988008,4.930640635100925,6.037732514439394,7.421606737490121,2.376770800084916,2.9104344447421067,3.5775185191566763,2355057.909674402,3296722.5011660387,3215965.007347154,3.2343729230054055,5.380321168727673,4.037522128586964
44,169.56817545527184,-0.001903118186754346,-32.80493186648384,49.0,35.0,48.0,100.97970838330325,245.16021146329575,292.27180733235423,1.7456971922351132,4.238232607829622,5.052679212469743,0.8414975698608611,2.043001762194133,2.435598394436288,465062.83925203164,416712.105204676,1876348.1241076607,1.7777722246461172,1.5183277146615735,5.508410045965839
45,169.57114338625362,0.0005915174884937371,-32.800361453045674,46.0,54.0,31.0,284.13918339566106,295.1423262687541,327.7110163727545,4.91208563184759,5.102303606595637,5.665338218000097,2.367826528297177,2.4595193855729534,2.730925136439623,2229378.4892861014,6891913.983718972,2087711.5118523357,10.454720073819072,6.640841467346452,3.4649431935820734
46,169.5733796881889,0.0024713076926114593,-32.799025873011175,62.0,45.0,54.0,240.1192107384854,284.13918339566106,295.4049103157907,4.1510857844504825,4.91208563184759,5.106843055569856,2.0009934228207134,2.367826528297177,2.461707585964924,2167820.5879539903,3405277.422436449,6891913.983718972,3.0078340551794387,6.319415246040024,6.640841467346452
47,169.56736411702462,-0.0025849881165669985,-32.80754750617926,60.0,48.0,41.0,106.63671844045143,130.15511286721392,202.12906237815483,1.8434933409001881,2.2500700261965547,3.494327150592216,0.8886393203370961,1.0846259405601169,1.6844088531512915,979700.5155802547,1876348.1241076607,2585891.9145492697,4.080531565600496,5.508410045965839,3.5482781920014945
48,169.56857968491988,-0.0015633138062512925,-32.807279346500145,60.0,47.0,49.0,96.8951936990771,130.15511286721392,212.00994341011716,1.6750857205834913,2.2500700261965547,3.6651439072502088,0.8074599474923098,1.0846259405601169,1.7667495284176442,979700.5155802547,1731295.8410270116,465062.83925203164,4.080531565600496,6.939302935364995,1.7777722246461172
49,169.56879027278094,-0.0013863418715863158,-32.805567894819745,44.0,48.0,47.0,100.97970838330325,212.00994341011716,285.15874677700043,1.7456971922351132,3.6651439072502088,4.929711439652003,0.8414975698608611,1.7667495284176442,2.376322889808339,412092.15727357,1876348.1241076607,1731295.8410270116,,5.508410045965839,6.939302935364995
50,169.55908763535103,-0.009541851833665543,-32.802700589220954,36.0,42.0,32.0,231.2572284058704,313.13446416881465,462.34157241971053,3.99788334483796,5.4133445584591495,7.992777932800107,1.9271435700489208,2.6094538680734574,3.8528464368309248,7677777.686021937,11497484.185182048,2265225.422986855,6.09205576407553,6.265100505495898,5.870109976771301
51,169.54384487797222,-0.02235465695551284,-32.80014928898631,93.0,92.0,15.0,1293.2318729805804,1401.9151781377302,1492.3290563152564,22.356880265505332,24.23575418674395,25.798793492368368,10.776932274838181,11.682626484481096,12.436075469293812,793033.3844627489,1603355.8115048017,4918621.620807073,2.019420851262944,2.899416053062443,5.28016981544115
52,169.56587524716554,-0.003836311530504574,-32.80904438711232,41.0,66.0,47.0,174.43726742800584,228.858286632622,240.40464841942008,3.0156023704717505,3.9564113898784656,4.156020317993345,1.4536438952333832,1.9071523886051849,2.003372070161836,2585891.9145492697,1374394.5422577097,1731295.8410270116,3.5482781920014945,5.75523644393869,6.939302935364995
53,169.56379320612336,-0.0055862967328885425,-32.807945103893104,41.0,52.0,56.0,171.47037835767497,254.64803718097863,255.9485212848915,2.964311967650524,4.402254379935608,4.424736633896272,1.4289198196472923,2.122066976508157,2.132904344040764,2585891.9145492697,803232.2322563621,1411673.820957787,3.5482781920014945,4.814677018228269,10.801466331693085
54,169.57370693656839,0.002746311197294197,-32.80140742110035,62.0,45.0,46.0,205.9092381222353,295.1423262687541,295.4049103157907,3.559677331220067,5.102303606595637,5.106843055569856,1.7159103176852957,2.4595193855729534,2.461707585964924,2167820.5879539903,3405277.422436449,2229378.4892861014,3.0078340551794387,6.319415246040024,10.454720073819072
55,169.57555422801732,0.0042994534008218245,-32.793232334069465,57.0,64.0,43.0,167.2672366959707,343.10474691155343,349.25213336905256,2.891649719810077,5.931458932843126,6.037732514439394,1.3938936391330905,2.859206224262948,2.9104344447421067,872721.0126463474,2884505.99257889,3335142.544788275,3.1009323845023604,4.3800457036651,3.6040718729005374
56,169.5622936472513,-0.006846790364397436,-32.8062941158346,61.0,68.0,34.0,164.37693541150557,246.51825346473743,255.927864824111,2.841683336288232,4.261709899919387,4.424379533186005,1.3698077950958811,2.0543187788728137,2.132732206867593,2454543.311771766,1009094.8839930737,2347969.3842797494,9.295707712180711,4.089740185241819,5.987903217715036
57,169.57595510673573,0.0046363757513461215,-32.79454732306268,55.0,64.0,58.0,167.2672366959707,181.6252077878603,288.3551031024357,2.891649719810077,3.139864635683701,4.984968781468787,1.3938936391330905,1.5135433982321709,2.4029591925202998,3296722.5011660387,2884505.99257889,1651655.2875159904,5.380321168727673,4.3800457036651,6.059985339398068
58,169.5787139657294,0.006955498212748842,-32.794860405255704,65.0,64.0,57.0,206.55853403446136,211.49151271297637,288.3551031024357,3.5709021017115825,3.656181482750706,4.984968781468787,1.7213211169538458,1.7624292726081376,2.4029591925202998,2531559.8737488524,2884505.99257889,872721.0126463474,2.9666801698578658,4.3800457036651,3.1009323845023604
59,169.57105927674178,0.0005207727266056651,-32.80811093110801,85.0,71.0,77.0,116.68046939577141,125.06834724346793,145.2561928278276,2.0171257282671324,2.1621320373758253,2.5111315137866708,0.9723372449647626,1.0422362270289,1.210468273565231,1617570.1951263936,650350.8873337082,790814.2247467048,7.343224985751201,2.6890550885246833,8.498405338592525
60,169.5682342695141,-0.0018536194443824906,-32.808010155055044,48.0,47.0,52.0,96.8951936990771,106.63671844045143,275.54823481669706,1.6750857205834913,1.8434933409001881,4.763568716389617,0.8074599474923098,0.8886393203370961,2.296235290139144,1876348.1241076607,1731295.8410270116,803232.2322563621,5.508410045965839,6.939302935364995,4.814677018228269
61,169.56076816934055,-0.008128931674781256,-32.80666248266263,56.0,68.0,53.0,164.37693541150557,176.176416910559,350.9097446592675,2.841683336288232,3.045668097707225,6.0663886417096515,1.3698077950958811,1.4681368075879928,2.9242478721605645,1411673.820957787,1009094.8839930737,2344169.366350086,10.801466331693085,4.089740185241819,9.600317526730153
62,169.57516372605642,0.003970871191021665,-32.80027035623796,54.0,46.0,72.0,205.9092381222353,240.1192107384854,361.0372272988673,3.559677331220067,4.1510857844504825,6.241468549261483,1.7159103176852957,2.0009934228207134,3.0086435608238973,6891913.983718972,2229378.4892861014,2801283.126453618,6.640841467346452,10.454720073819072,6.997814388267659
63,169.57152404234742,0.0009114158179894,-32.80691246301722,59.0,85.0,71.0,155.32241893234942,205.0396984614912,280.0938403120333,2.685152442628778,3.5446450740606763,4.842151343308048,1.2943534911029129,1.7086641538457612,2.3341153359336126,935317.9399922459,1617570.1951263936,650350.8873337082,3.527966717922369,7.343224985751201,2.6890550885246833
64,169.57696820403245,0.005487929476868789,-32.79575044316848,57.0,58.0,65.0,181.6252077878603,211.49151271297637,220.18052509925374,3.139864635683701,3.656181482750706,3.8063936864584416,1.5135433982321709,1.7624292726081376,1.8348377091604493,872721.0126463474,1651655.2875159904,2531559.8737488524,3.1009323845023604,6.059985339398068,2.9666801698578658
65,169.5788805127146,0.0070953668413255705,-32.79653089597011,58.0,64.0,57.0,206.55853403446136,220.18052509925374,389.29014981109907,3.5709021017115825,3.8063936864584416,6.7298938803668555,1.7213211169538458,1.8348377091604493,3.2440845817591617,1651655.2875159904,2884505.99257889,872721.0126463474,6.059985339398068,4.3800457036651,3.1009323845023604
66,169.5655447737122,-0.0041139832042849335,-32.81088082435282,81.0,88.0,91.0,120.06907720246208,164.72946945952575,206.49105555227948,2.0757066375253728,2.847777805242925,3.5697355604453507,1.0005756433538513,1.3727455788293823,1.720758796268997,1492854.896244482,2529715.1953805685,820872.9932971571,6.3458566687557685,7.155428006372835,8.594322529155134
67,169.5685672223523,-0.001573733684522617,-32.810378718906605,73.0,86.0,71.0,256.0726816901152,258.5746452414914,279.13315622643717,4.4268830697917165,4.470136024436161,4.825543417441553,2.1339390140842944,2.1547887103457635,2.326109635220312,3546012.0025437553,2235232.4594563036,650350.8873337082,10.24628643810075,10.057864341490427,2.6890550885246833
68,169.5611606448419,-0.007798932529999533,-32.808053647056326,61.0,56.0,75.0,176.176416910559,246.51825346473743,257.62700421291333,3.045668097707225,4.261709899919387,4.453753581771976,1.4681368075879928,2.0543187788728137,2.14689170177428,2454543.311771766,1411673.820957787,1686501.4656723584,9.295707712180711,10.801466331693085,7.760211576895235
69,169.57597276447584,0.004650649549829065,-32.80543595373083,76.0,79.0,72.0,189.2065536289708,280.8790448899319,293.5795591961938,3.270927938995619,4.855725648967207,5.075287108584665,1.5767212802414243,2.340658707416101,2.4464963266349504,1139384.2795063236,4363499.674495772,2801283.126453618,5.001754356286074,6.103628719257579,6.997814388267659
70,169.55822472034149,-0.010266397213076777,-32.80936798395935,84.0,75.0,68.0,110.53350813617187,276.8258549635773,344.4851831446357,1.9108594973236963,4.7856557073193775,5.9553233675373125,0.921112567801433,2.3068821246964792,2.8707098595386333,2195610.048243185,1686501.4656723584,1009094.8839930737,4.976756307076141,7.760211576895235,4.089740185241819
71,169.57079279353326,0.00029679297284411336,-32.809100908261755,77.0,59.0,85.0,78.59771566211585,125.06834724346793,152.07846274319834,1.3587661694033608,2.1621320373758253,2.6290722132262623,0.6549809638509659,1.0422362270289,1.2673205228599873,790814.2247467048,935317.9399922459,1617570.1951263936,8.498405338592525,3.527966717922369,7.343224985751201
72,169.57622051023196,0.004859013360755624,-32.80306252285316,80.0,87.0,76.0,134.485703066751,216.68533225053642,268.23631273488115,2.324935553866298,3.74597017722067,4.6371631042876675,1.120714192222926,1.8057111020878047,2.2353026061240118,1942011.7936992194,3405874.0744331195,1139384.2795063236,5.207055349782589,6.507884898894601,5.001754356286074
73,169.56942146953534,-0.0008557470877027291,-32.81232892096011,106.0,86.0,90.0,125.22286792844092,185.34606435345552,204.37827351577462,2.1648033297593967,3.204189329855061,3.5332106216434758,1.0435238994036753,1.5445505362787968,1.703152279298123,2040074.532978848,2235232.4594563036,4094763.054978839,8.93523955214791,10.057864341490427,6.956067169617247
74,169.56349612723366,-0.005835841421103943,-32.810192692822035,83.0,88.0,66.0,82.54639794041367,153.9778422091774,228.48371814346714,1.4270294242355848,2.661907932935045,3.9499359982350737,0.6878866495034478,1.2831486850764795,1.9040309845288943,1088923.5206049446,2529715.1953805685,1374394.5422577097,8.558321461573245,7.155428006372835,5.75523644393869
75,169.5607454810138,-0.008147684771409506,-32.810115139873474,84.0,82.0,68.0,171.3368914068744,236.1937014933875,257.62700421291333,2.962004298130148,4.0832231358354925,4.453753581771976,1.4278074283906212,1.9682808457782308,2.14689170177428,2195610.048243185,6904788.711750712,1009094.8839930737,4.976756307076141,6.594727210524527,4.089740185241819
76,169.5776695067299,0.006076826116829177,-32.804866895541714,87.0,69.0,80.0,145.5754638567073,189.2065536289708,264.4010718989646,2.516650944844658,3.270927938995619,4.570860980167926,1.2131288654725618,1.5767212802414243,2.2033422658247073,3405874.0744331195,1021684.6593787139,1942011.7936992194,6.507884898894601,13.93901672089774,5.207055349782589
77,169.57153865266545,0.0009236718396616613,-32.809218776544775,71.0,85.0,59.0,78.59771566211585,103.9498429029185,145.2561928278276,1.3587661694033608,1.7970437010977818,2.5111315137866708,0.6549809638509659,0.866248690857655,1.210468273565231,650350.8873337082,1617570.1951263936,935317.9399922459,2.6890550885246833,7.343224985751201,3.527966717922369
78,169.57755142683158,0.0059773957058858965,-32.80757061866863,94.0,95.0,96.0,100.58957104179336,155.86245651027045,234.82624953076441,1.7389526524402994,2.6944883983229633,4.059583168064877,0.8382464253482786,1.2988538042522548,1.9568854127563717,1173149.9416356357,864183.7965771882,2557891.622202556,5.501366851409809,6.003720951641776,5.31395498955708
79,169.57445420285606,0.0033742037236485826,-32.807324538052534,96.0,69.0,85.0,126.33965513498319,280.8790448899319,285.8243551698999,2.1841099045356347,4.855725648967207,4.941218213846697,1.0528304594581943,2.340658707416101,2.3818696264158343,2557891.622202556,1021684.6593787139,1617570.1951263936,5.31395498955708,13.93901672089774,7.343224985751201
80,169.57745669962313,0.005898099239106031,-32.80272859184347,72.0,87.0,76.0,134.485703066751,145.0922233442111,264.4010718989646,2.324935553866298,2.5082968743155893,4.570860980167926,1.120714192222926,1.20910186120176,2.2033422658247073,2801283.126453618,3405874.0744331195,1139384.2795063236,6.997814388267659,6.507884898894601,5.001754356286074
81,169.56570273935333,-0.003981175568257386,-32.811846158092735,91.0,66.0,97.0,92.21921471286319,120.06907720246208,169.3919606613615,1.5942492484063375,2.0757066375253728,2.928381105947361,0.7684934559405273,1.0005756433538513,1.4115996721780142,820872.9932971571,1374394.5422577097,542303.06209224,8.594322529155134,5.75523644393869,5.300631291922953
