cloudnum,x,corr_x,y,nearest_neighbor,nearest_neighbor_corr,min_distance,min_distance_corr,true_dist,true_dist_corr,nearest_neighbor2,nearest_neighbor2_corr,min_distance2,min_distance_corr2,true_dist2_corr,nearest_neighbor3,nearest_neighbor3_corr,min_distance3,min_distance_corr3,true_dist3_corr
11,169.57653352236198,-166.77808890650599,-32.81625555668611,183.0,191.0,176.08943613516743,233.6417651710204,21697783.320227038,28789395.35784975,220.0,183.0,228.25366693561207,253.96385825236203,31293488.62982754,191.0,220.0,229.70751786384832,308.6929613253434,38037222.074895695
12,169.58784683446717,-166.7952706020678,-32.81250519206492,162.0,162.0,181.1852237637933,204.78104183288053,22325687.516177475,25233169.980563104,7.0,7.0,195.16926761753749,289.7159527704037,35698870.44672018,154.0,154.0,226.31526103948576,308.1599234251363,37971541.014668524
13,169.556656279272,-166.74788725144148,-32.79087927372709,25.0,25.0,325.8157964562044,334.71277209293527,40147102.0009817,41243389.51151097,34.0,34.0,362.18793418389436,380.2445585672999,46853827.359385386,47.0,47.0,466.1727688680009,532.8532464675843,65658307.14829659
14,169.55980257762158,-166.75266893496436,-32.78641954042996,24.0,24.0,241.85827072882736,242.1565821723501,29801835.179088585,29838593.188004762,16.0,16.0,338.16405368954884,513.8819558620833,63320660.087247185,25.0,30.0,509.834159554396,550.4807154283019,67830368.17812511
15,169.55508071103893,-166.7454925678309,-32.78446173084967,18.0,18.0,374.2895111263279,379.1585299930658,46120044.95953319,46720006.65326865,25.0,25.0,488.7468808235352,509.95922783026907,62837300.58126778,21.0,19.0,583.3264619447599,662.7070093210446,81658919.51636486
16,169.56254688040605,-166.75683931394016,-32.786441058042826,14.0,28.0,338.16405368954884,430.3137474984315,41668657.272621445,53023365.04598053,28.0,14.0,372.7045670590653,513.8819558620833,63320660.087247185,24.0,24.0,405.54590482700246,552.2976166011752,68054247.18431951
17,169.55671313701046,-166.74797366664095,-32.777429519525384,19.0,19.0,262.1471862416967,320.70514922114927,32301840.30297752,39517366.80069846,18.0,18.0,557.2655088895885,628.5760475001443,77453294.0662818,23.0,21.0,557.5027369096068,716.8773829658115,88333806.18485111
18,169.55465127498218,-166.74483985497062,-32.781454674764525,19.0,19.0,303.8877558809186,321.86157434654945,37445123.486640394,39659861.78704016,15.0,15.0,374.2895111263279,379.1585299930658,46720006.65326865,31.0,17.0,548.5617983364363,628.5760475001443,77453294.0662818
19,169.55540320099263,-166.74598272468108,-32.77910588159372,17.0,17.0,262.1471862416967,320.70514922114927,32301840.30297752,39517366.80069846,18.0,18.0,303.8877558809186,321.86157434654945,39659861.78704016,21.0,15.0,576.8742184765465,662.7070093210446,81658919.51636486
20,169.56712584179996,-166.76379698569897,-32.78504251833864,38.0,38.0,256.4701915767207,276.7692217599628,31602319.63408185,34103571.09012404,42.0,42.0,397.76634821554813,400.7759177611294,49383706.45284507,16.0,43.0,589.9509500546999,701.4483845793281,86432641.23602888
21,169.5591061842843,-166.75161060774175,-32.781970453777056,22.0,22.0,270.45700612689217,368.87156640464684,33325778.338423792,45452444.487908274,29.0,14.0,416.5254882545942,563.5144624118776,69436389.66417955,23.0,23.0,542.7958441204114,617.1703419319011,76047880.24097951
22,169.56088510996275,-166.75431404494108,-32.78068474726933,29.0,29.0,196.35927096638585,289.68814742317267,24195437.317863595,35695444.26504453,21.0,23.0,270.45700612689217,324.8781790432922,40031568.554403886,23.0,21.0,322.03543060043665,368.87156640464684,45452444.487908274
23,169.56118925572775,-166.75477624183023,-32.77808901059932,26.0,22.0,217.7226536163621,324.8781790432922,26827838.54476325,40031568.554403886,22.0,26.0,322.03543060043665,325.6579673512829,40127654.26013265,29.0,29.0,410.25895897703754,444.1245116512683,54725130.77737277
24,169.55988779477005,-166.75279844021932,-32.788380502456214,14.0,14.0,241.85827072882736,242.1565821723501,29801835.179088585,29838593.188004762,30.0,30.0,301.4081045992755,317.29415823489046,39097063.65843455,16.0,16.0,405.54590482700246,552.2976166011752,68054247.18431951
25,169.5561127134422,-166.74706110598729,-32.78829157327312,13.0,13.0,325.8157964562044,334.71277209293527,40147102.0009817,41243389.51151097,24.0,15.0,465.2954919098461,509.95922783026907,62837300.58126778,15.0,34.0,488.7468808235352,668.6523071009002,82391500.5605935
26,169.56290695024106,-166.75738646911103,-32.77850325563248,23.0,23.0,217.7226536163621,325.6579673512829,26827838.54476325,40127654.26013265,29.0,29.0,337.26951343491316,344.8852394841326,42496843.42749063,22.0,22.0,366.4998422864117,464.30813854783617,57212162.21225039
27,169.56202143170773,-166.75604084189442,-32.79221055990679,39.0,36.0,200.53081304588727,265.714441626918,24709455.75155744,32741398.382640127,36.0,39.0,200.6590613575028,301.3859460298718,37136849.865872175,30.0,30.0,254.26895188520018,324.5533263758291,39991540.12939262
28,169.56407250940217,-166.7591575907714,-32.78905281620775,55.0,55.0,306.3961382470953,336.6632902790242,37754206.97432788,41483732.838702,16.0,16.0,372.7045670590653,430.3137474984315,53023365.04598053,38.0,39.0,382.2030149134667,436.7952340541205,53822015.40210043
29,169.5623957127305,-166.75660960073992,-32.7811922150808,22.0,22.0,196.35927096638585,289.68814742317267,24195437.317863595,35695444.26504453,26.0,26.0,337.26951343491316,344.8852394841326,42496843.42749063,23.0,23.0,410.25895897703754,444.1245116512683,54725130.77737277
30,169.56059090010868,-166.75386694330265,-32.79072336629814,27.0,36.0,254.26895188520018,316.10532588400065,31331082.34176732,38950575.44585442,24.0,24.0,301.4081045992755,317.29415823489046,39097063.65843455,36.0,27.0,314.9056246161491,324.5533263758291,39991540.12939262
31,169.5501994771901,-166.73807294966346,-32.78148180623172,33.0,33.0,399.0794498755867,404.4659727018108,49174667.26572441,49838395.92371815,18.0,32.0,548.5617983364363,769.7013879743787,94842792.98121223,15.0,18.0,704.6904749160182,833.8264264095703,102744295.87602524
32,169.5482741300243,-166.73514607434544,-32.787000210430165,33.0,33.0,337.0146235271716,394.90581329942904,41527024.20733154,48660390.74764113,37.0,37.0,403.316181492049,430.04852612613456,52990684.40372113,40.0,31.0,711.6658185185248,769.7013879743787,94842792.98121223
33,169.54973313913905,-166.7373640467523,-32.784686806120426,32.0,32.0,337.0146235271716,394.90581329942904,41527024.20733154,48660390.74764113,31.0,31.0,399.0794498755867,404.4659727018108,49838395.92371815,15.0,37.0,659.5125050794907,670.9467734773797,82674225.2677939
34,169.55583530640556,-166.7466394803036,-32.79370164972593,89.0,13.0,281.04720713727625,380.2445585672999,34630705.4929669,46853827.359385386,47.0,89.0,332.1826827098024,391.2305562286526,48207524.67391126,54.0,54.0,347.2460631277987,414.9329483831646,51128139.223127484
35,169.54382313545557,-166.72837912809146,-32.79136470667331,45.0,45.0,493.95705577327476,523.6487043644088,60865509.03280072,64524121.2226667,64.0,64.0,536.3537676489964,809.6634120015912,99766923.34025648,37.0,88.0,696.5323694117044,964.1343855179264,118800874.4175329
36,169.56078603575216,-166.75416348534972,-32.79327153781087,27.0,59.0,200.6590613575028,254.75840419374202,24725258.539831933,31391392.774746235,59.0,27.0,236.59344415051277,265.714441626918,32741398.382640127,47.0,30.0,305.13333097790365,316.10532588400065,38950575.44585442
37,169.54933204659156,-166.73675431893645,-32.79009766239329,40.0,40.0,321.2715501371075,400.85535927694116,39587158.859873466,49393495.25582238,32.0,48.0,403.316181492049,409.6058383693304,50471731.426384576,48.0,32.0,409.3996149257983,430.04852612613456,52990684.40372113
38,169.56638773972497,-166.76267551232436,-32.78698864704446,42.0,42.0,205.25663807024594,256.043936269583,25291773.065068122,31549796.351048157,20.0,20.0,256.4701915767207,276.7692217599628,34103571.09012404,28.0,28.0,382.2030149134667,502.59008170435726,61929272.59614556
39,169.56361728961178,-166.75846587019916,-32.79252950519363,27.0,27.0,200.53081304588727,301.3859460298718,24709455.75155744,37136849.865872175,55.0,55.0,231.08150069684163,308.03765701607495,37956475.31788749,36.0,28.0,360.6505375931477,436.7952340541205,53822015.40210043
40,169.5510313281084,-166.73933746226595,-32.79207514325046,48.0,48.0,275.9351623068987,374.1788026430432,34000798.08064674,46106403.43318871,37.0,37.0,321.2715501371075,400.85535927694116,49393495.25582238,58.0,58.0,487.7881448413448,535.8643725942916,66029338.844922714
41,169.57206079836644,-166.7712945433068,-32.78146340738555,65.0,65.0,372.130967248297,518.7326019106673,45854068.655782826,63918357.87784322,43.0,43.0,573.2851199114741,823.9660478758198,101529297.62526982,20.0,20.0,751.177042344069,1023.7178028689302,126142757.65332426
42,169.56747364292633,-166.76432542684097,-32.78825181976958,38.0,38.0,205.25663807024594,256.043936269583,25291773.065068122,31549796.351048157,20.0,20.0,397.76634821554813,400.7759177611294,49383706.45284507,28.0,63.0,430.5539010002668,554.3780930313768,68310603.99808489
43,169.5678613965924,-166.7649145646226,-32.779460658639984,41.0,20.0,573.2851199114741,701.4483845793281,70640332.46719734,86432641.23602888,26.0,41.0,621.7820888161494,823.9660478758198,101529297.62526982,20.0,26.0,693.7441849069626,935.0853223221794,115221441.7570008
44,169.56033982247217,-166.75348538532026,-32.79827295569839,49.0,67.0,271.4543827256181,345.2588756503043,33448675.326470304,42542882.967125304,51.0,49.0,325.0734594404789,393.0097265227948,48426754.472014815,67.0,59.0,344.82876677074296,446.5031121860791,55018222.51610765
45,169.54505489117597,-166.73025188190846,-32.79517950914397,35.0,35.0,493.95705577327476,523.6487043644088,60865509.03280072,64524121.2226667,58.0,75.0,546.549647536109,632.4124832962065,77926020.62189995,48.0,80.0,559.4570276578078,744.0496365635846,91681977.90841876
46,169.56552825281315,-166.7613695761147,-32.79499196965085,57.0,57.0,228.36114842757337,233.28731106642775,28138716.47323724,28745719.436526947,63.0,63.0,328.61240422031045,360.65036939532126,44439426.5848677,39.0,55.0,384.07399388171484,459.11013630541476,56571663.10662807
47,169.5584864832228,-166.75066881364802,-32.794190364265475,53.0,53.0,242.62487730113327,248.8475344782848,29896296.628127404,30663053.965019826,36.0,36.0,305.13333097790365,445.2493636528952,54863735.31569324,34.0,51.0,332.1826827098024,492.37259613051486,60670271.52870729
48,169.54923992985022,-166.73661428505912,-32.79341888804427,40.0,58.0,275.9351623068987,285.04107236745966,34000798.08064674,35122830.54190049,58.0,40.0,283.36306222087126,374.1788026430432,46106403.43318871,37.0,37.0,409.3996149257983,409.6058383693304,50471731.426384576
49,169.5623554912379,-166.7565484803077,-32.79916194109408,69.0,44.0,270.95696508686575,393.0097265227948,33387383.403557774,48426754.472014815,44.0,69.0,271.4543827256181,409.62353408575905,50473911.89688407,67.0,67.0,331.1221280219494,425.3414247635952,52410674.224392
50,169.53860285743525,-166.72044150091236,-32.784622075333985,64.0,64.0,754.1675040957327,765.3352699205637,92928704.0164335,94304798.84844954,35.0,35.0,1050.7326264627825,1283.3197810275853,158130976.79478967,32.0,88.0,1227.1959367790275,1589.8295912356457,195899190.45590544
51,169.55771478550966,-166.74949599793368,-32.798010248297246,53.0,53.0,237.57142585264262,243.52577587968807,29273609.10663139,30007305.57096925,81.0,66.0,276.11682097625464,354.6280157069583,43697350.69277633,44.0,81.0,325.0734594404789,416.88672865270695,51368884.50503823
52,169.56891558784974,-166.7665162278553,-32.79786375676575,68.0,68.0,344.82223145741784,371.15767756106766,42489079.563052766,45734139.662852764,56.0,78.0,346.9353327878582,503.802016188486,62078607.459224746,78.0,56.0,410.6611693193019,511.9128660070258,63078028.35447078
53,169.55809432135626,-166.75007281467327,-32.79611995096383,51.0,51.0,237.57142585264262,243.52577587968807,29273609.10663139,30007305.57096925,47.0,47.0,242.62487730113327,248.8475344782848,30663053.965019826,81.0,44.0,372.3059401575194,497.1912851517013,61264031.566583745
54,169.55422489974708,-166.74419178623327,-32.79601427518546,89.0,89.0,140.7367711329209,147.765692705423,17341619.30580821,18207724.738379136,81.0,81.0,257.40732708545187,314.01733506549044,38693292.707326695,34.0,34.0,347.2460631277987,414.9329483831646,51128139.223127484
55,169.56506215544843,-166.76066135679602,-32.79133396640645,39.0,39.0,231.08150069684163,308.03765701607495,28473918.944145046,37956475.31788749,63.0,63.0,239.2955730871435,321.23116642587536,39582182.769114055,28.0,28.0,306.3961382470953,336.6632902790242,41483732.838702
56,169.5662450007992,-166.76245863179525,-32.798755611154306,69.0,57.0,227.80065006884223,310.24378228540087,28069651.72860511,38228314.61229222,57.0,69.0,272.27354852016856,331.70676267749474,40872988.29729659,68.0,68.0,298.6814769375732,382.59710207861946,47143708.34532275
57,169.56518995718667,-166.76085554821387,-32.796814108179625,46.0,46.0,228.36114842757337,233.28731106642775,28138716.47323724,28745719.436526947,56.0,56.0,272.27354852016856,310.24378228540087,38228314.61229222,69.0,69.0,335.5396824478411,348.02760489477,42884046.46073022
58,169.5494588337392,-166.7369470573984,-32.795708092559416,48.0,48.0,283.36306222087126,285.04107236745966,34916065.721881025,35122830.54190049,80.0,80.0,354.6795706725919,383.87178264760155,47300774.79629967,40.0,40.0,487.7881448413448,535.8643725942916,66029338.844922714
59,169.56145608205506,-166.75518172263014,-32.795070917572055,36.0,36.0,236.59344415051277,254.75840419374202,29153101.96247953,31391392.774746235,27.0,27.0,359.2724147066992,368.0085977910828,45346109.28461478,47.0,44.0,381.66247566636366,446.5031121860791,55018222.51610765
60,169.5729975174308,-166.7727175551145,-32.800128314641704,79.0,79.0,162.42760993776383,179.76635084302234,20014369.760072745,22150853.648402497,97.0,97.0,198.79729414703573,219.3129480593452,27023795.014364984,78.0,78.0,251.46548665552146,378.8808210950421,46685787.29503984
61,169.5795354225751,-166.78264849211467,-32.78576857726471,82.0,82.0,635.6453615064705,876.0216527443907,78324376.66441205,107943601.96874334,65.0,65.0,691.0677945685362,977.7709767876313,120481178.523734,93.0,100.0,1044.8459225397983,1091.7831892053246,134529791.1787254
62,169.56597041430638,-166.7620414167484,-32.804217789565946,76.0,72.0,305.22968478862236,388.87743004380997,37610476.29433611,47917571.890800096,72.0,73.0,358.80603239845453,441.80785842467475,54439672.20108347,87.0,76.0,382.6408123087935,448.1134236432408,55216645.48708448
63,169.56658246201627,-166.76297137601225,-32.792542308466025,55.0,55.0,239.2955730871435,321.23116642587536,29486058.94988975,39582182.769114055,46.0,46.0,328.61240422031045,360.65036939532126,44439426.5848677,39.0,42.0,365.37267373236983,554.3780930313768,68310603.99808489
64,169.53952570782317,-166.7218448174441,-32.79067258512069,35.0,50.0,536.3537676489964,765.3352699205637,66089642.223069854,94304798.84844954,50.0,35.0,754.1675040957327,809.6634120015912,99766923.34025648,88.0,88.0,815.0098021222454,824.6134854017326,101609075.03531194
65,169.57462552118935,-166.77519063553567,-32.783058049228714,41.0,41.0,372.130967248297,518.7326019106673,45854068.655782826,63918357.87784322,61.0,82.0,691.0677945685362,699.0880465749665,86141799.81075552,82.0,61.0,693.411449751617,977.7709767876313,120481178.523734
66,169.55703135092133,-166.74845730120737,-32.8006942751701,91.0,51.0,321.60290563043606,354.6280157069583,39627988.56467581,43697350.69277633,83.0,83.0,339.6023842156282,428.192767044701,52762017.31654515,51.0,91.0,341.27966246657667,439.9351834860217,54208920.73785018
67,169.5604620070752,-166.75367106732352,-32.80106876201707,83.0,44.0,283.288186433587,345.2588756503043,34906839.50908778,42542882.967125304,49.0,83.0,331.1221280219494,360.5075068177319,44421823.023171216,77.0,77.0,343.7065336850159,414.01196927273185,51014655.952244125
68,169.56794132551224,-166.76503600467146,-32.800487109220185,87.0,87.0,188.07674487146676,190.23294695545383,23174862.429920107,23440550.17723654,56.0,52.0,298.6814769375732,371.15767756106766,45734139.662852764,52.0,56.0,344.82223145741784,382.59710207861946,47143708.34532275
69,169.56453455044394,-166.75985966702186,-32.79945714720729,56.0,74.0,227.80065006884223,235.2007074184156,28069651.72860511,28981488.602255188,74.0,56.0,233.6290068695238,331.70676267749474,40872988.29729659,49.0,57.0,270.95696508686575,348.02760489477,42884046.46073022
70,169.5702364448242,-166.76852297424665,-32.792616662787346,71.0,71.0,338.4635401390031,493.02252000316037,41705560.066055425,60750355.30700096,63.0,63.0,450.3378618349565,684.1306418553002,84298744.74871795,42.0,52.0,636.5244496833944,692.2195533184579,85295462.39445664
71,169.57278033796433,-166.77238763155347,-32.79158050892355,70.0,70.0,338.4635401390031,493.02252000316037,41705560.066055425,60750355.30700096,93.0,93.0,383.36349631506505,536.1595753016563,66065713.794610366,82.0,82.0,472.7487223202568,587.5586569891916,72399121.19139889
72,169.56703418408264,-166.76365772214663,-32.806928435779334,85.0,85.0,187.8678387262553,269.76323969545746,23149120.963693913,33240292.269330118,73.0,73.0,199.10495786472964,278.2214392584235,34282513.684904434,76.0,76.0,277.4176956466837,329.6882900604006,40624271.60852316
73,169.56565554803373,-166.76156299525474,-32.80777124147644,94.0,94.0,185.27269082657256,185.2821858799749,22829346.205780357,22830516.18857921,72.0,72.0,199.10495786472964,278.2214392584235,34282513.684904434,90.0,90.0,223.26072406408127,339.0494581314506,41777757.02416136
74,169.56434199396634,-166.75956707657122,-32.801343371841526,69.0,69.0,233.6290068695238,235.2007074184156,28787823.276823863,28981488.602255188,49.0,49.0,363.54844540341503,458.9116867735258,56547210.106848896,77.0,62.0,368.9812147326758,467.3384480403049,57585557.68789007
75,169.5438012114193,-166.72834579431068,-32.799944810997296,88.0,45.0,535.0623807499371,632.4124832962065,65930517.21402126,77926020.62189995,92.0,110.0,576.2221322084897,679.3356317068252,83707902.4273192,80.0,88.0,600.216911521449,717.4467431708999,88403962.88835537
76,169.56829804426897,-166.7655779820492,-32.80506525405006,98.0,85.0,233.93611177261303,311.8139217887156,28825664.81797511,38421787.585306354,72.0,72.0,277.4176956466837,329.6882900604006,40624271.60852316,62.0,98.0,305.22968478862236,353.428321309363,43549524.05614873
77,169.56209898667308,-166.75615869522224,-32.80332727222446,117.0,117.0,335.3716631837665,345.5048088879488,41324578.2326192,42573186.92072282,67.0,67.0,343.7065336850159,414.01196927273185,51014655.952244125,74.0,95.0,368.9812147326758,416.9208473657046,51373088.62118532
78,169.57098640864416,-166.76966234179005,-32.800475052291496,60.0,60.0,251.46548665552146,378.8808210950421,30985638.671582203,46685787.29503984,97.0,52.0,356.90638332657187,503.802016188486,62078607.459224746,79.0,79.0,368.28166127846697,515.305290674843,63496043.75044258
79,169.5735441666801,-166.7735479763919,-32.798928815712,60.0,60.0,162.42760993776383,179.76635084302234,20014369.760072745,22150853.648402497,99.0,97.0,282.52837410253403,330.0042624581035,40663205.804526076,97.0,99.0,329.6358497751622,389.9106409834006,48044884.39507841
80,169.54841809379712,-166.73536493097396,-32.798391776591664,58.0,58.0,354.6795706725919,383.87178264760155,43703703.308231026,47300774.79629967,84.0,48.0,496.4863226417424,631.8027889282594,77850893.93299894,45.0,102.0,573.0707694654407,686.868386610559,84636090.32599664
81,169.55550009633927,-166.74612999632785,-32.79766890586513,54.0,54.0,257.40732708545187,314.01733506549044,31717793.700308807,38693292.707326695,51.0,51.0,276.11682097625464,416.88672865270695,51368884.50503823,53.0,89.0,372.3059401575194,451.77804650626643,55668201.2111385
82,169.57525654077958,-166.77614917790186,-32.78864997320829,71.0,93.0,472.7487223202568,560.9515367065958,58252213.00581206,69120585.33292848,93.0,71.0,560.3519589906722,587.5586569891916,72399121.19139889,61.0,65.0,635.6453615064705,699.0880465749665,86141799.81075552
83,169.55888077424675,-166.7512680415746,-32.80273767919229,67.0,67.0,283.288186433587,360.5075068177319,34906839.50908778,44421823.023171216,96.0,96.0,284.93755988083024,375.3083096758141,46245581.56558345,66.0,66.0,339.6023842156282,428.192767044701,52762017.31654515
84,169.55236134240445,-166.74135917869376,-32.799219859580504,86.0,86.0,386.0058417903983,397.64342253707156,47563734.0849955,48997719.62640603,81.0,54.0,431.3981697543465,527.1096011214606,64950573.76619432,54.0,91.0,456.88991983816476,601.5464540171414,74122700.9568926
85,169.56840767818144,-166.7657445521935,-32.80759030728867,72.0,72.0,187.8678387262553,269.76323969545746,23149120.963693913,33240292.269330118,76.0,76.0,311.4308110835612,311.8139217887156,38421787.585306354,103.0,109.0,322.77556723469905,335.5338779387525,41344566.37434014
86,169.55168435645055,-166.7403301216701,-32.80227848397462,102.0,102.0,245.30164946753717,338.0283359352009,30226129.148118347,41651934.09778949,84.0,84.0,386.0058417903983,397.64342253707156,48997719.62640603,91.0,114.0,396.6880136115328,551.1748457306973,67915899.08348742
87,169.56814396074827,-166.76534387735683,-32.80199994480924,68.0,68.0,188.07674487146676,190.23294695545383,23174862.429920107,23440550.17723654,76.0,76.0,378.1850408344767,378.8080858764607,46676824.84364487,62.0,62.0,382.6408123087935,490.17938421284214,60400023.42064661
88,169.54041472186208,-166.72319664551657,-32.797226819593156,75.0,92.0,535.0623807499371,555.5545930124686,65930517.21402126,68455572.61304703,92.0,75.0,535.7446024029026,717.4467431708999,88403962.88835537,45.0,64.0,624.9423132576562,824.6134854017326,101609075.03531194
89,169.5539056340213,-166.74370651322639,-32.79491764841253,54.0,54.0,140.7367711329209,147.765692705423,17341619.30580821,18207724.738379136,34.0,34.0,281.04720713727625,391.2305562286526,48207524.67391126,81.0,81.0,391.8273501117395,451.77804650626643,55668201.2111385
90,169.56384548460338,-166.7588126207094,-32.807690049728215,95.0,95.0,188.58881953470527,217.28946508762039,23237960.39496895,26774460.94847047,73.0,73.0,223.26072406408127,339.0494581314506,41777757.02416136,94.0,115.0,295.2065099150131,362.48228707811546,44665155.92908145
91,169.55490285305237,-166.74522223708874,-32.80220474363672,66.0,66.0,321.60290563043606,439.9351834860217,39627988.56467581,54208920.73785018,96.0,96.0,375.91787728860726,491.5594752770001,60570078.5785795,86.0,101.0,396.6880136115328,537.8806693284481,66277787.42086923
92,169.53937305221243,-166.7216126869345,-32.80144805486935,110.0,88.0,484.2214335171744,555.5545930124686,59665883.28104185,68455572.61304703,88.0,110.0,535.7446024029026,592.9802126086671,73067166.5987318,75.0,75.0,576.2221322084897,850.0810694074562,104747196.95548038
93,169.5754405733836,-166.77642872697626,-32.79319381203161,107.0,107.0,343.84737162740527,387.97810589484476,42368957.096745536,47806756.94955674,71.0,71.0,383.36349631506505,536.1595753016563,66065713.794610366,100.0,82.0,442.0921475712854,560.9515367065958,69120585.33292848
94,169.56564224141277,-166.76154277649965,-32.80927477230086,108.0,108.0,172.56901294773664,172.96369950813727,21263995.915412236,21312629.289764147,73.0,73.0,185.27269082657256,185.2821858799749,22830516.18857921,90.0,133.0,295.2065099150131,347.2787800331475,42791776.07842396
95,169.5630799099756,-166.75764929333494,-32.806364783114674,90.0,90.0,188.58881953470527,217.28946508762039,23237960.39496895,26774460.94847047,117.0,117.0,199.05738769033115,297.69734959809404,36682340.112822354,105.0,77.0,308.0400568458596,416.9208473657046,51373088.62118532
96,169.5571486124252,-166.74863551891994,-32.80426964665462,101.0,101.0,209.9531286159466,229.51130096746886,25870475.776955314,28280438.550061345,83.0,83.0,284.93755988083024,375.3083096758141,46245581.56558345,91.0,66.0,375.91787728860726,441.10511690579233,54353080.219522834
97,169.57365480154195,-166.77371604148894,-32.80160170309904,60.0,60.0,198.79729414703573,219.3129480593452,24495851.12952931,27023795.014364984,99.0,79.0,280.6516981355545,330.0042624581035,40663205.804526076,119.0,99.0,311.2853058901449,377.93962439084396,46569812.80731573
98,169.5701777805917,-166.76843384872893,-32.80479885215126,76.0,76.0,233.93611177261303,353.428321309363,28825664.81797511,43549524.05614873,104.0,104.0,304.3096025829236,373.8521329850254,46066151.1181576,118.0,103.0,360.74074345562866,456.8157455039423,56288947.7117985
99,169.57545131328698,-166.77644504105007,-32.800201630911054,97.0,119.0,280.6516981355545,311.9297021552466,34581970.77719457,38436054.07034296,79.0,97.0,282.52837410253403,377.93962439084396,46569812.80731573,60.0,79.0,302.49225737449615,389.9106409834006,48044884.39507841
100,169.57876189131736,-166.78147361399235,-32.79455075891255,111.0,111.0,278.0266614817435,279.3451521532173,34258513.11969872,34420977.86220275,107.0,107.0,287.67827391237665,407.205716837586,50175987.86515228,93.0,93.0,442.0921475712854,643.7263058143084,79320112.5953267
101,169.5564912257466,-166.74763639412632,-32.80584160941709,96.0,96.0,209.9531286159466,229.51130096746886,25870475.776955314,28280438.550061345,127.0,127.0,377.8924904467314,494.26426588792697,60903363.53814644,116.0,91.0,475.424122020582,537.8806693284481,66277787.42086923
102,169.55003573510112,-166.73782403853633,-32.8033943530761,86.0,114.0,245.30164946753717,297.7203197540618,30226129.148118347,36685170.50104983,114.0,86.0,296.7708014932149,338.0283359352009,41651934.09778949,113.0,113.0,480.1408523546727,535.4105900291614,65973423.64643724
103,169.57092049072406,-166.76956219831038,-32.808330279737426,126.0,126.0,150.81114875484278,177.7080444144829,18582986.576464996,21897228.62765567,104.0,104.0,220.49997742965712,247.53969409311276,30501901.55339462,85.0,98.0,322.77556723469905,456.8157455039423,56288947.7117985
