cloudnum,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3,mlum_nn,mlum_nn2,mlum_nn3
18,55.50626197183154,37.695254730178156,-47.22530709606845,15.0,10.0,13.0,87.91450773422062,138.3049779817957,178.13979133468376,1.727141881818531,2.7170978498622502,3.499680568794049,0.9768278637135628,1.5367219775755077,1.97933101482982,1709389.2012391496,1743332.4062153047,2316136.611096778
19,55.5041761518065,37.69388889764082,-47.2252358187854,11.0,5.0,29.0,31.68991479345159,49.989020207482795,67.90729498979499,0.6225705003831365,0.9820692017343728,1.3340862194491632,0.35211016437168435,0.5554335578609201,0.7545254998866111,262184.96152501676,2619325.133757971,2669710.2761231298
20,55.50548613180243,37.69558590297442,-47.224100409745816,77.0,83.0,32.0,112.99488780265105,132.18614338922532,139.75343646331487,2.2198634580920182,2.596889072436148,2.7455538279707787,1.2554987533627897,1.4687349265469485,1.5528159607034988,4219182.563195576,1197295.106438248,2042081.9038361614
21,55.50421585666727,37.69531700199757,-47.2232653394984,3.0,22.0,20.0,125.43718626360146,126.92778084113462,185.42494136713069,2.4643010979291216,2.4935848690610958,3.642802427297876,1.3937465140400165,1.4103086760126071,2.0602771263014525,778567.2926741991,2083863.1660669704,372616.86750945414
22,55.50391257033265,37.695514323861104,-47.22269815243791,3.0,21.0,41.0,101.48100938352673,126.92778084113462,174.9896505183925,1.9936652781516264,2.4935848690610958,3.4377938531919914,1.127566770928075,1.4103086760126071,1.9443294502043609,778567.2926741991,404068.7897547688,9386927.752714528
23,55.50241620347075,37.69273989532089,-47.22517083015322,28.0,2.0,8.0,56.1288649304393,102.62427967213932,114.47208801181722,1.1026907378401016,2.016125621143833,2.2488840875061653,0.623654054782659,1.1402697741348813,1.2719120890201916,2416003.055552992,2088726.185718546,1098763.8571245258
24,55.50357607228426,37.69599680104815,-47.22169818594101,54.0,62.0,50.0,101.8589610945577,103.26147537162235,106.67863028106352,2.0010904033812418,2.028643775517385,2.0957761693948562,1.1317662343839747,1.1473497263513601,1.1853181142340394,1471884.0091978845,153576.27592805919,5352816.561278224
25,55.50075764686709,37.69140906620313,-47.22545840024836,59.0,38.0,1.0,14.372621527274356,19.774470099394886,41.33639794979919,0.2823601841271484,0.3884832706188151,0.8120823966671185,0.15969579474749285,0.21971633443772096,0.4592933105533243,2732408.654408596,3267848.899371115,55282.111719289205
26,55.508147764577075,37.69751788241283,-47.22392550397336,60.0,82.0,69.0,42.448074156240814,71.42176773018507,152.28391866827852,0.8339220518577156,1.4031304900579205,2.9917238990243686,0.4716452684026757,0.7935751970020565,1.6920435407586505,6431540.291401845,368973.3113856089,1611944.7993296122
27,55.50648929290245,37.69754408071753,-47.22230469975237,17.0,12.0,42.0,12.865322691650903,31.18054100551319,66.7706558722204,0.2527482461829378,0.612563496700552,1.3117561504415405,0.14294802990723227,0.3464504556168133,0.7418961763580045,3854269.117227889,2070549.0779387385,1264645.0027545071
28,55.502729236097316,37.692764461749036,-47.22543525270647,2.0,23.0,8.0,50.740876821157464,56.1288649304393,107.6177422061941,0.9968399498175616,1.1026907378401016,2.114225678803607,0.5637875202350828,0.623654054782659,1.1957526911799343,2088726.185718546,1692688.2191729369,1098763.8571245258
29,55.50475507267379,37.694136247410434,-47.22544086578906,5.0,19.0,11.0,26.92573279426557,67.90729498979499,71.39926787835616,0.5289748189027157,1.3340862194491632,1.4026884647605042,0.29917480882517306,0.7545254998866111,0.7933251986484019,2619325.133757971,5179758.259179392,262184.96152501676
30,55.5037745921713,37.696410201968774,-47.22130639641578,50.0,62.0,79.0,70.50769146802206,114.65310190555792,118.92591663879536,1.3851728237267773,2.252440231823276,2.3363826603168283,0.7834187940891343,1.2739233545061994,1.3213990737643933,5352816.561278224,153576.27592805919,447314.28351072385
31,55.50039358886846,37.69116018042581,-47.225460718644754,14.0,1.0,38.0,10.692344704612584,14.537103870938331,33.55110668758529,0.2100585765662957,0.2855915546015252,0.6591349145316812,0.11880383005125095,0.1615233763437593,0.3727900743065033,2316239.383737561,55282.111719289205,3267848.899371115
32,55.50664613036843,37.69601747189231,-47.22460135896762,83.0,68.0,77.0,28.90793393669139,83.97970174272507,85.99763757844026,0.5679165442163814,1.649839871036786,1.6894836293482436,0.3211992659632376,0.9331077971413896,0.9555293064271142,1197295.106438248,3695876.2494966593,4219182.563195576
33,55.502043760476646,37.69306104975274,-47.22436344307968,36.0,23.0,8.0,138.44397683535374,183.653418547328,206.57664619786968,2.719828579382236,3.6079996247168897,4.058342435728277,1.5382664092817084,2.040593539414755,2.29529606886522,3542180.5011320473,1692688.2191729369,1098763.8571245258
34,55.501840618746364,37.69210298290413,-47.225516829356394,28.0,25.0,23.0,140.86891871111376,147.18480332543382,153.19878526087692,2.7674682555010213,2.8915482181745698,3.0096970919486834,1.5652102079012642,1.6353867036159315,1.7022087251208542,2416003.055552992,919716.6322204934,1692688.2191729369
35,55.466808423100396,37.668831755938655,-47.224785551068585,46.0,55.0,57.0,1375.7259146855915,1600.848995571001,1659.2019589479653,27.02709605495189,31.449796148282037,32.59618085285507,15.285843496506574,17.787211061900013,18.435577321644065,6075838.659512099,18309093.743627716,1152779.313501474
36,55.50097848456947,37.6924151887784,-47.224254306174096,33.0,23.0,28.0,138.44397683535374,205.51376058518616,260.29198344171834,2.719828579382236,4.037461305815136,5.113617737164625,1.5382664092817084,2.283486228724291,2.8921331493524267,868165.3855148833,1692688.2191729369,2416003.055552992
37,55.50395340173198,37.69696307816695,-47.22069961829112,76.0,79.0,78.0,106.13537272964851,110.13779152092093,138.3247937344555,2.085103495522876,2.163733806960009,2.7174871441575896,1.179281919218317,1.223753239121344,1.5369421526050615,1582005.0741244636,447314.28351072385,874611.2159641276
38,55.500602805933035,37.6913174722452,-47.225439328173046,59.0,25.0,1.0,7.299993446415334,19.774470099394886,24.527577081772307,0.14341346773414304,0.3884832706188151,0.48186137566202497,0.08111103829350373,0.21971633443772096,0.2725286342419146,2732408.654408596,919716.6322204934,55282.111719289205
39,55.50755232852072,37.69651528869989,-47.224766742023675,68.0,83.0,32.0,79.92340815351362,109.66782729289879,110.87267087976886,1.5701511515815318,2.1545010315957045,2.1781710250194832,0.8880378683723736,1.2185314143655426,1.2319185653307654,3695876.2494966593,1197295.106438248,2042081.9038361614
40,55.506695194863404,37.696596024151134,-47.22383461227727,77.0,68.0,47.0,129.1530268988928,132.19168935862805,138.24811220240096,2.537301381417904,2.596998026876974,2.7159806819252834,1.4350336322099202,1.468796548429201,1.5360901355822332,4219182.563195576,3695876.2494966593,518550.1556864913
41,55.50459816554208,37.69624999819529,-47.222318359514105,64.0,61.0,24.0,87.41807354056223,120.29324942969404,141.5830209959791,1.7173890854993346,2.3632448675953386,2.7814972934366238,0.9713119282284696,1.3365916603299342,1.5731446777331013,2634607.57896682,950593.8881966711,681304.1000323691
42,55.506870567294904,37.697852298088435,-47.22223540664754,27.0,17.0,12.0,66.7706558722204,71.17210020538079,80.54009316385691,1.3117561504415405,1.398225597228138,1.5822663591474269,0.7418961763580045,0.79080111339312,0.8948899240428547,1695461.6951102724,3854269.117227889,2070549.0779387385
43,55.50263253723488,37.69542202600941,-47.22160530551381,54.0,24.0,62.0,79.59930416264942,123.06000822820242,124.77233405887495,1.5637839024082965,2.4175997758004804,2.451239612201715,0.884436712918327,1.3673334247578048,1.3863592673208331,1471884.0091978845,681304.1000323691,153576.27592805919
44,55.49346673897253,37.686526834161036,-47.225361156689644,49.0,53.0,45.0,61.895068202843255,137.34745711753763,160.4815002886938,1.2159718267925157,2.6982866839921664,3.1527711130865588,0.6877229800315919,1.5260828568615294,1.7831277809854869,739784.7788819306,352755.2872464711,2746639.8374905153
45,55.492632306398754,37.686499603494354,-47.224602362490536,53.0,49.0,44.0,34.102444409823555,117.14879408835242,160.4815002886938,0.6699663290006436,2.3014698471179718,3.1527711130865588,0.3789160489980396,1.3016532676483603,1.7831277809854869,352755.2872464711,739784.7788819306,715094.8704829732
46,55.469325329796455,37.67365042154135,-47.220409846404344,55.0,57.0,66.0,249.73217610149638,348.32226453320055,539.9913238503661,4.906162949652543,6.843034067413553,10.608506551161307,2.774801956683293,3.8702473837022286,5.9999035983374025,18309093.743627716,1152779.313501474,1992563.5965674624
47,55.50596658269615,37.696565811157996,-47.2231812201281,87.0,51.0,64.0,10.52011879305953,30.921736494870714,107.72913637762,0.2066750782945779,0.6074791014050053,2.11641409507094,0.11689020881177255,0.343574849943008,1.1969904041957775,2880715.8496343805,1097387.0256607404,2634607.57896682
48,55.5018379355561,37.69384993893151,-47.22305734871989,52.0,16.0,73.0,66.23588862696404,115.98565610645308,164.9727446227736,1.3012502745615409,2.2786191894205485,3.241004743584952,0.7359543180773785,1.2887295122939233,1.8330304958085952,1451894.8305935098,308728.8860948036,1027730.8764572908
49,55.4934626255272,37.686694655536506,-47.22512117150229,44.0,53.0,45.0,61.895068202843255,87.13302729252455,117.14879408835242,1.2159718267925157,1.71178915295203,2.3014698471179718,0.6877229800315919,0.9681447476947174,1.3016532676483603,715094.8704829732,352755.2872464711,2746639.8374905153
50,55.503199210109216,37.696093124882644,-47.22120273629326,62.0,30.0,54.0,46.59508244488802,70.50769146802206,91.10549258857469,0.915392924915715,1.3851728237267773,1.7898310070635357,0.5177231382765336,0.7834187940891343,1.0122832509841635,153576.27592805919,956107.3575449666,1471884.0091978845
51,55.50592405120283,37.69663030277246,-47.223049902461746,87.0,47.0,64.0,24.29369286047219,30.921736494870714,91.64542339094088,0.477266556848671,0.6074791014050053,1.8004383246278872,0.2699299206719133,0.343574849943008,1.0182824821215657,2880715.8496343805,518550.1556864913,2634607.57896682
52,55.50169144461089,37.69395926942581,-47.22276365817625,48.0,73.0,85.0,66.23588862696404,98.83705993690351,117.47345041075405,1.3012502745615409,1.941723045403432,2.3078479472298694,0.7359543180773785,1.0981895548544838,1.3052605601194895,655355.2591380279,1027730.8764572908,1387620.3103020466
53,55.49291946502467,37.68661306849618,-47.22471707483247,45.0,49.0,44.0,34.102444409823555,87.13302729252455,137.34745711753763,0.6699663290006436,1.71178915295203,2.6982866839921664,0.3789160489980396,0.9681447476947174,1.5260828568615294,2746639.8374905153,739784.7788819306,715094.8704829732
54,55.5027306941764,37.69568225538085,-47.22133306829209,62.0,43.0,50.0,46.45314471294938,79.59930416264942,91.10549258857469,0.9126044590781688,1.5637839024082965,1.7898310070635357,0.5161460523661043,0.884436712918327,1.0122832509841635,153576.27592805919,740294.9952429385,5352816.561278224
55,55.47070218482745,37.67479472066442,-47.22011548999382,57.0,46.0,66.0,115.56333354688931,249.73217610149638,317.5123897900156,2.270322367894065,4.906162949652543,6.237752568216528,1.2840370394098812,2.774801956683293,3.5279154421112855,1152779.313501474,6075838.659512099,1992563.5965674624
56,55.50703506182495,37.69852092958568,-47.22145220561345,114.0,123.0,117.0,126.61413268150032,142.04924209543694,190.91300636056138,2.487423031992095,2.7906565324270245,3.750619295578044,1.406823696461115,1.5783249121715217,2.1212556262284603,1942613.2342024187,1229847.9457399808,1987972.9637937606
57,55.47166810263152,37.675296610944244,-47.220332412009604,55.0,65.0,66.0,115.56333354688931,286.2644024549253,305.95938847281343,2.270322367894065,5.6238640412838805,6.010785791629803,1.2840370394098812,3.180715582832504,3.3995487608090387,18309093.743627716,2701639.6189072495,1992563.5965674624
58,55.469761743656605,37.675613615973646,-47.21806412581211,71.0,66.0,67.0,168.48935239113197,191.36466131615023,401.19757026749545,3.310090958308714,3.7594923725028067,7.881806363377997,1.8721039154570225,2.1262740146238923,4.457750780749951,1923115.8140074525,1992563.5965674624,1851632.1448070174
59,55.500664080847656,37.69134132255519,-47.2254643093051,38.0,25.0,1.0,7.299993446415334,14.372621527274356,27.120537139279516,0.14341346773414304,0.2823601841271484,0.5328018862628716,0.08111103829350373,0.15969579474749285,0.30133930154755023,3267848.899371115,919716.6322204934,55282.111719289205
60,55.508321608924255,37.69749413235965,-47.22412492837534,26.0,82.0,69.0,42.448074156240814,109.24914728952622,192.38226052386366,0.8339220518577156,2.1462757706286424,3.779483819373677,0.4716452684026757,1.2138794143280691,2.1375806724873745,853361.2939902141,368973.3113856089,1611944.7993296122
61,55.505043441245476,37.696748141845326,-47.22204308835524,93.0,106.0,120.0,50.03158134586835,77.63834563402365,80.63708359957603,0.9829053450119508,1.5252595030732312,1.5841718039708543,0.5559064593985373,0.8626482848224851,0.8959675955508449,829132.0232941796,906976.0576344016,1090254.474471623
62,55.50290000888274,37.69587383402385,-47.22122535531821,54.0,50.0,24.0,46.45314471294938,46.59508244488802,103.26147537162235,0.9126044590781688,0.915392924915715,2.028643775517385,0.5161460523661043,0.5177231382765336,1.1473497263513601,1471884.0091978845,5352816.561278224,681304.1000323691
63,55.47439355809849,37.676679818163436,-47.22099078822488,65.0,57.0,67.0,191.11925798805,323.78167847368184,380.40655203339537,3.754671252794318,6.360917121301501,7.473352294951365,2.1235473109783336,3.5975742052631317,4.226739467037727,2701639.6189072495,1152779.313501474,1851632.1448070174
64,55.50516437877693,37.69634900180421,-47.222719934684655,41.0,51.0,87.0,87.41807354056223,91.64542339094088,97.33510015957269,1.7173890854993346,1.8004383246278872,1.9122159969868349,0.9713119282284696,1.0182824821215657,1.081501112884141,0.0,0.0,0.0
65,55.4733737876269,37.67662877042794,-47.220087991882636,63.0,67.0,57.0,191.11925798805,205.06866768983448,286.2644024549253,3.754671252794318,4.028717145145024,5.6238640412838805,2.1235473109783336,2.2785407521092718,3.180715582832504,0.0,0.0,0.0
66,55.4709030667191,37.67575314723154,-47.21895870909714,58.0,67.0,65.0,191.36466131615023,291.41846305030816,302.0291764947179,3.7594923725028067,5.725119159979736,5.933574033448608,2.1262740146238923,3.2379829227812036,3.355879738830198,0.0,0.0,0.0
67,55.47318568257159,37.67710264811669,-47.21924135165133,65.0,66.0,63.0,205.06866768983448,291.41846305030816,380.40655203339537,4.028717145145024,5.725119159979736,7.473352294951365,2.2785407521092718,3.2379829227812036,4.226739467037727,0.0,0.0,0.0
68,55.50697264364876,37.69636981217458,-47.224417705694506,83.0,77.0,39.0,62.22886913615177,70.9219929208232,79.92340815351362,1.2225295791699748,1.3933120650109845,1.5701511515815318,0.6914318792905754,0.7880221435647023,0.8880378683723736,0.0,0.0,0.0
69,55.50714695692065,37.697333476523326,-47.22322900467255,82.0,91.0,26.0,126.40598297181528,131.855646675057,152.28391866827852,2.483333785625929,2.5903962337505333,2.9917238990243686,1.4045109219090588,1.4650627408339667,1.6920435407586505,0.0,0.0,0.0
70,55.474145176877975,37.678797759281984,-47.2177730061337,67.0,71.0,72.0,474.0032641412847,554.6394201594575,568.2565564156653,9.312125048712954,10.89627862969955,11.163796778235703,5.266702934903164,6.1626602239939725,6.313961737951837,0.0,0.0,0.0
71,55.47002607324936,37.67618680768627,-47.217510111988545,58.0,72.0,66.0,168.48935239113197,259.84302200984456,319.5998919886012,3.310090958308714,5.1047975763937234,6.278763006294224,1.8721039154570225,2.8871446889982733,3.551109910984457,0.0,0.0,0.0
72,55.46929564365575,37.67652957258407,-47.21632947182801,71.0,74.0,58.0,259.84302200984456,284.0465367408392,414.6093426476576,5.1047975763937234,5.5802925209310805,8.145289995194755,2.8871446889982733,3.1560726304537683,4.606770473862863,0.0,0.0,0.0
73,55.50153137552531,37.694153129064226,-47.222338108903024,85.0,52.0,48.0,33.01422649281006,98.83705993690351,164.9727446227736,0.648587528283231,1.941723045403432,3.241004743584952,0.3668247388090008,1.0981895548544838,1.8330304958085952,0.0,0.0,0.0
74,55.469300487602865,37.67731015198931,-47.21523550121463,72.0,81.0,71.0,284.0465367408392,356.0080568862813,536.1932020952278,5.5802925209310805,6.994026824014058,10.53388979762869,3.1560726304537683,3.955645076514238,5.957702245502532,0.0,0.0,0.0
75,55.510313034610824,37.70028146800493,-47.22210716407238,110.0,80.0,88.0,75.39386503739884,88.8842142351005,100.12177708474195,1.4811651147718246,1.7461924430274334,1.9669622106960392,0.8377096115266539,0.9876023803900056,1.1124641898304664,0.0,0.0,0.0
76,55.50409387099766,37.69731392348263,-47.22034035765211,37.0,90.0,78.0,106.13537272964851,106.71541240887913,147.76385701273702,2.085103495522876,2.0964987799751795,2.9029241321270907,1.179281919218317,1.1857268045431015,1.6418206334748555,0.0,0.0,0.0
77,55.506367759963204,37.696110147511156,-47.22420517522551,83.0,68.0,32.0,58.57488122903682,70.9219929208232,85.99763757844026,1.1507444357086059,1.3933120650109845,1.6894836293482436,0.6508320136559649,0.7880221435647023,0.9555293064271142,0.0,0.0,0.0
78,55.50512409986676,37.69754430790636,-47.221000418652345,117.0,114.0,132.0,68.28928018239974,106.3834744850368,135.1629047893741,1.341590585240264,2.0899776277193407,2.655369628363511,0.7587697798044416,1.1820386053892975,1.501810053215268,0.0,0.0,0.0
79,55.50323627508109,37.69644394261754,-47.22074473733942,37.0,30.0,50.0,110.13779152092093,118.92591663879536,121.93734281210628,2.163733806960009,2.3363826603168283,2.3955442299141203,1.223753239121344,1.3213990737643933,1.3548593645789586,0.0,0.0,0.0
80,55.510126663473166,37.70043366881785,-47.22171513676864,110.0,88.0,116.0,30.132849224135647,35.34457793116563,66.461976852253,0.5919808602109674,0.694368909221036,1.3056919355904926,0.3348094358237293,0.3927175325685071,0.738466409469478,0.0,0.0,0.0
81,55.469825736705644,37.67850817462066,-47.2140515016692,74.0,72.0,70.0,356.0080568862813,637.7316312871596,788.9525864466373,6.994026824014058,12.528683128003989,15.499524366791606,3.955645076514238,7.085907014301777,8.76613984940708,0.0,0.0,0.0
82,55.50820393623757,37.69773821859937,-47.223669302163785,26.0,89.0,91.0,71.42176773018507,89.64579808282656,97.75614906580499,1.4031304900579205,1.761154289414616,1.920487796704422,0.7935751970020565,0.9960644231425176,1.0861794340645,0.0,0.0,0.0
83,55.50661539008197,37.6960822523992,-47.22448090182,32.0,77.0,68.0,28.90793393669139,58.57488122903682,62.22886913615177,0.5679165442163814,1.1507444357086059,1.2225295791699748,0.3211992659632376,0.6508320136559649,0.6914318792905754,0.0,0.0,0.0
84,55.50918310642825,37.698745764179655,-47.22318759183055,94.0,89.0,91.0,123.94906144338812,154.13031095231437,167.55415036506892,2.435065846903953,3.0279975645002164,3.2917182615968343,1.3772117938154238,1.7125590105812711,1.8617127818340995,0.0,0.0,0.0
85,55.501754627475044,37.694309203050274,-47.22233184843912,73.0,52.0,3.0,33.01422649281006,117.47345041075405,176.48120102619643,0.648587528283231,2.3078479472298694,3.467096404241516,0.3668247388090008,1.3052605601194895,1.960902233624405,0.0,0.0,0.0
86,55.463037470259025,37.68057389470209,-47.20465252055333,81.0,74.0,72.0,2033.976156689115,2340.7655847895207,2611.8727395947603,39.95888161551569,45.98597411512044,51.31206344431686,22.5997350743235,26.00850649766135,29.02080821771956,0.0,0.0,0.0
87,55.50589557076477,37.69655147714429,-47.22313355516864,47.0,51.0,64.0,10.52011879305953,24.29369286047219,97.33510015957269,0.2066750782945779,0.477266556848671,1.9122159969868349,0.11689020881177255,0.2699299206719133,1.081501112884141,0.0,0.0,0.0
88,55.50982629921639,37.70028772404276,-47.22163350138588,110.0,116.0,80.0,24.83462944538993,34.46832600996688,35.34457793116563,0.4878936337134335,0.6771543284751415,0.694368909221036,0.2759403271709993,0.3829814001107432,0.3927175325685071,0.0,0.0,0.0
89,55.508336381260655,37.698040057789306,-47.223371330375784,91.0,94.0,82.0,29.16703272024413,53.4805091356881,89.64579808282656,0.5730067207086966,1.0506619393066472,1.761154289414616,0.324078141336046,0.5942278792854235,0.9960644231425176,0.0,0.0,0.0
90,55.50417327815797,37.69764121110145,-47.219955900696284,76.0,37.0,78.0,106.71541240887913,212.72668059022115,221.7166795468813,2.0964987799751795,4.179164155003172,4.3557789608608495,1.1857268045431015,2.3636297843357905,2.4635186616320146,0.0,0.0,0.0
91,55.50809833643832,37.69795647404793,-47.223261525880794,89.0,94.0,82.0,29.16703272024413,49.28058825971054,97.75614906580499,0.5730067207086966,0.9681515615297006,1.920487796704422,0.324078141336046,0.5475620917745616,1.0861794340645,0.0,0.0,0.0
92,55.50760983552516,37.698224098302994,-47.222418617158574,42.0,27.0,17.0,87.60622415814638,145.73087949259883,153.82983657326264,1.7210854357388428,2.862984869423815,3.022094535548016,0.9734024906460712,1.6192319943622095,1.709220406369585,0.0,0.0,0.0
93,55.50545456174259,37.69697138127017,-47.22212181169379,106.0,61.0,120.0,41.73338907842377,50.03158134586835,51.77203194267592,0.8198815645477009,0.9829053450119508,1.0170977120791709,0.4637043230935977,0.5559064593985373,0.5752447993630659,0.0,0.0,0.0
94,55.50828094340265,37.69816060704226,-47.223148860931005,91.0,89.0,84.0,49.28058825971054,53.4805091356881,123.94906144338812,0.9681515615297006,1.0506619393066472,2.435065846903953,0.5475620917745616,0.5942278792854235,1.3772117938154238,0.0,0.0,0.0
95,55.506072506914435,37.69859915362407,-47.22042280159248,123.0,104.0,114.0,98.56467494729007,125.79100634655569,185.4552624152713,1.9363718521173097,2.4712521404777097,3.643398105457192,1.09516305496989,1.3976778482950634,2.0606140268363484,0.0,0.0,0.0
96,55.54124807234522,37.71935897740689,-47.224822820237826,108.0,109.0,131.0,722.4466822450553,1005.1323327414932,3625.0973636885415,14.192969447755734,19.746526408314896,71.21756856586833,8.027185358278391,11.168137030461038,40.27885959653935,0.0,0.0,0.0
97,55.50869406768346,37.69902350615408,-47.222329956009176,101.0,92.0,84.0,141.6737367461333,169.99833844626048,190.53783783583137,2.7832794676814667,3.339736042858032,3.743248847986388,1.5741526305125926,1.888870427180672,2.1170870870647933,0.0,0.0,0.0
98,55.505422083320134,37.69715373059889,-47.22183434122342,120.0,106.0,126.0,20.269821683273076,32.423343235546376,43.10866498226561,0.3982147983130565,0.6369792141700392,0.8468998198254526,0.2252202409252564,0.36025936928384866,0.47898516646961803,0.0,0.0,0.0
99,55.505078117740425,37.69862182740211,-47.21944106295887,105.0,124.0,112.0,76.30697744512345,81.94408068162967,94.55626005990013,1.4991038455096122,1.6098486741258216,1.8576237431857807,0.8478553049458163,0.9104897853514408,1.0506251117766685,0.0,0.0,0.0
100,55.50612490996114,37.699709926057814,-47.21891067115697,119.0,112.0,105.0,54.63195112593794,162.51770995240432,180.55367273507287,1.073282821082578,3.1927738735068294,3.5471029541523187,0.6070216791770883,1.8057523328044929,2.0061519192785875,0.0,0.0,0.0
101,55.509229860152296,37.699613550188666,-47.22201191938427,97.0,75.0,110.0,141.6737367461333,142.59878722751097,154.36953896050684,2.7832794676814667,2.8014527302107166,3.032697365737828,1.5741526305125926,1.5844309691945666,1.7152170995611875,0.0,0.0,0.0
