cloudnum,RGAL_KPC,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3,RGAL_KPC_nn,RGAL_KPC_nn2,RGAL_KPC_nn3,MLUM_MSUN_nn,MLUM_MSUN_nn2,MLUM_MSUN_nn3,SIGV_KMS_nn,SIGV_KMS_nn2,SIGV_KMS_nn3,RAD_PC_nn,RAD_PC_nn2,RAD_PC_nn3,RAD_NODC_nn,RAD_NODC_nn2,RAD_NODC_nn3
16,2.7060788408736527,259.276456812052,0.012679308304969257,-62.82210594767024,19.0,29.0,11.0,256.7983727084261,457.4552396200151,605.8490835823055,3.609047763226029,6.429082053417819,8.514611120366785,1.7119891513895082,3.0497015974667687,4.0389938905487055,2.716919377369309,2.5423133451573,2.918022218415264,2067987.5081710275,6207843.954855143,5874751.348186373,8.224298406070915,5.983013357059683,6.58420011774712,119.24569779002405,100.70970682312779,112.98600983472798,237.56344789336148,212.1481816319481,223.75333982865533
17,3.755218824777488,259.28005675053987,0.014319730860352334,-62.83004655921382,41.0,22.0,27.0,363.8670745823529,375.9236016051273,446.64558286653687,5.113792730782168,5.283235322746033,6.277162992888267,2.425780497215688,2.506157344034184,2.9776372191102487,3.8311601075008,4.178462967694639,4.2406843735783415,1481373.7762468266,3279055.5791827156,3923209.513715396,4.509197678979311,6.622140251058617,6.630853012382333,55.46347020193719,20.162951631722553,35.84717906685892,164.08215442277125,126.86656216485152,156.33405637003997
18,3.951168336500072,259.28956635942995,0.0186655916912764,-62.82457142619549,7.0,6.0,14.0,167.4874781484396,349.38588434087166,389.85202041002054,2.3538712570672007,4.910273889526857,5.478985506841439,1.1165831876562649,2.3292392289391457,2.5990134694001386,3.7833928269180173,4.216381254128618,3.6425175064044217,2675652.057870768,1844091.2325102729,3427724.7970257215,6.0837748761882215,3.310294864769475,5.084203647246885,,105.8333774167821,48.15649705395588,197.7111312768194,213.97881615819455,146.77555053176195
19,2.716919377369309,259.2764983940376,0.012697752677979731,-62.82337640645378,16.0,11.0,20.0,256.7983727084261,356.83171959933816,687.9653967082156,3.609047763226029,5.014917757794004,9.668674882865501,1.7119891513895082,2.378878130662256,4.586435978054773,2.7060788408736527,2.918022218415264,2.9219581676085724,10383771.303488284,5874751.348186373,1946849.2807721572,6.508985111938634,6.58420011774712,1.4596499130760974,132.22454518721352,112.98600983472798,85.64370075714329,257.2070398841349,223.75333982865533,187.49103136481318
20,2.9219581676085724,259.2755851046177,0.012279211133448958,-62.826754507264994,11.0,33.0,19.0,401.123715445566,674.8530942258394,687.9653967082156,5.637398059564233,9.48439440847755,9.668674882865501,2.6741581029704418,4.499020628172267,4.586435978054773,2.918022218415264,3.332949304172932,2.716919377369309,5874751.348186373,4094393.366626867,2067987.5081710275,6.58420011774712,5.294158638829398,8.224298406070915,112.98600983472798,102.8645004160799,119.24569779002405,223.75333982865533,206.51295379557934,237.56344789336148
21,2.9426588804429605,259.27656191931686,0.012728725345580822,-62.818849581932746,24.0,29.0,38.0,271.45174712080205,372.57197316987975,472.8926688471918,3.814986483121056,5.236131491908563,6.64603989016222,1.8096783141386807,2.4838131544658664,3.152617792314614,2.825361271678859,2.5423133451573,2.3939664768520603,5836086.887737218,6207843.954855143,4056282.2396765724,5.418112756003953,5.983013357059683,5.452416182934096,82.58693959142674,100.70970682312779,,181.43725292212392,212.1481816319481,151.77894150413272
22,4.178462967694639,259.28281367745893,0.015577904688309776,-62.83141645342943,27.0,15.0,12.0,206.0564368122171,260.30369535837696,291.8484733823105,2.8959199177630004,3.6583116146117023,4.101642346687651,1.3737095787481148,1.7353579690558474,1.9456564892154045,4.2406843735783415,4.4769481732479415,4.354053216025819,3923209.513715396,5197607.187315016,5281371.111144322,6.630853012382333,4.657981894785884,4.279434665132563,35.84717906685892,77.6001595039927,62.07653852583563,156.33405637003997,198.42470939224563,158.83695074806246
23,4.995698673565999,259.281681309504,0.01505874950172711,-62.83552533489186,39.0,40.0,15.0,577.4024164732023,598.7516897214599,652.2573981910695,8.11482128050704,8.414864252160175,9.166834194319133,3.849349443154684,3.9916779314764015,4.348382654607132,4.412998590369575,4.260737404952026,4.4769481732479415,11962008.893082773,5008658.459588257,5197607.187315016,7.797961492353,4.104184411663019,4.657981894785884,74.24595258913277,38.826007883168266,77.6001595039927,181.55661544577745,170.22605475568062,198.42470939224563
24,2.825361271678859,259.27420220991434,0.011651115039999329,-62.81804792110567,50.0,21.0,38.0,251.3841819112944,271.45174712080205,394.51010783417837,3.532956653379886,3.814986483121056,5.544450329775328,1.6758945460752963,1.8096783141386807,2.6300673855611905,2.922520979842348,2.9426588804429605,2.3939664768520603,5062987.468737091,2111345.9589910987,4056282.2396765724,5.631241141037332,5.651731448478798,5.452416182934096,65.46514136775458,18.04894560953397,,188.64792439046386,137.79187659553094,151.77894150413272
25,3.638161094312904,259.28632998778414,0.017188622219545917,-62.822629430374135,14.0,7.0,18.0,131.20985896908442,406.47172895504167,493.11257840201233,1.8440251121187845,5.7125591129249225,6.93021076936913,0.8747323931272298,2.7098115263669453,3.2874171893467503,3.6425175064044217,3.7833928269180173,3.951168336500072,3427724.7970257215,2675652.057870768,1711387.8135169896,5.084203647246885,6.0837748761882215,2.233682738622003,48.15649705395588,,,146.77555053176195,197.7111312768194,159.8773008394178
26,0.5650086285950795,259.25202976505,0.001522271317898033,-62.819546225362274,53.0,85.0,72.0,123.18056724599148,163.340142851754,170.13212676905246,1.7311813388974482,2.2955845513611384,2.3910391841380574,0.8212037816399436,1.0889342856783606,1.1342141784603503,0.5254085996049895,0.5887435043604102,0.7082309390149305,3695127.8931011017,3416351.1207230003,2831419.6378032914,9.235336553090427,6.179531636964085,5.281288884776154,56.84403431779703,63.10333943814913,,154.71345603762379,166.2748664771857,123.46031284992651
27,4.2406843735783415,259.2813317296729,0.01490084598971658,-62.83217870938743,40.0,22.0,15.0,199.3588936824714,206.0564368122171,279.2217804399076,2.8017925570769435,2.8959199177630004,3.9241866352666817,1.3290592912164767,1.3737095787481148,1.861478536266052,4.260737404952026,4.178462967694639,4.4769481732479415,5008658.459588257,3279055.5791827156,5197607.187315016,4.104184411663019,6.622140251058617,4.657981894785884,38.826007883168266,20.162951631722553,77.6001595039927,170.22605475568062,126.86656216485152,198.42470939224563
28,0.7600309290901912,259.24779083167897,-0.0004140008379102665,-62.82304273756139,34.0,109.0,95.0,62.79535251334156,185.62036414521148,209.88142538558773,0.8825267237444183,2.608711079287517,2.9496763583100845,0.4186356834222773,1.2374690943014106,1.3992095025705855,0.6769572034688621,0.5299739941532271,0.6134815048204357,655947.2456117084,3618660.56412845,4884767.763793784,9.7698207658109,5.347663025396564,4.475575383052419,,51.19377780685904,54.667622719974105,144.5335298204726,151.45720195662284,152.14327378206082
29,2.5423133451573,259.2738024412603,0.011467657061632674,-62.82019416495228,38.0,21.0,24.0,220.00326114992782,372.57197316987975,435.35729494017477,3.0919287734626906,5.236131491908563,6.118517243456104,1.466688407666186,2.4838131544658664,2.902381966267834,2.3939664768520603,2.9426588804429605,2.825361271678859,4056282.2396765724,2111345.9589910987,5836086.887737218,5.452416182934096,5.651731448478798,5.418112756003953,,18.04894560953397,82.58693959142674,151.77894150413272,137.79187659553094,181.43725292212392
30,4.58205462853603,259.27464605166483,0.0118470567406481,-62.834957819198934,39.0,57.0,59.0,246.91124704946057,283.7451318216594,321.2330673620849,3.4700939670322364,3.987757876059287,4.514613823327114,1.6460749803297379,1.8916342121443968,2.141553782413901,4.412998590369575,4.660220238383882,4.172621620822026,11962008.893082773,3471295.7064830638,7433709.817550808,7.797961492353,6.06730266556106,5.801091491528107,74.24595258913277,75.25440752728534,59.331505562031694,181.55661544577745,198.7704626130597,165.00185527682166
31,3.7545460242663586,259.27292056290776,0.011060437980244527,-62.83186831853976,49.0,46.0,36.0,115.25476066339266,161.55525423330872,166.4194049063581,1.6197919472241271,2.2704997028550244,2.3388605414437307,0.7683650710892849,1.0770350282220589,1.1094626993757213,3.849593726763793,3.5548188383247235,3.773938595785751,2352210.0947841653,2175977.6584981973,1843771.3049697422,5.289976928535573,4.4224255656534135,6.544013854726235,28.30329286400976,,,130.73786576129547,131.52270037839673,129.65259405424686
32,0.123748334794819,259.2490956419477,0.00018197302603261718,-62.820687015701104,3.0,52.0,79.0,37.62381057155649,46.630283222175855,72.7202412593588,0.5287655367718785,0.6553426238127713,1.0220112428684969,0.2508254038103769,0.31086855481450576,0.4848016083957256,0.16067421576121893,0.08465672757750284,0.05472519815836905,9898201.447028764,22065484.823541068,14827425.462382501,7.198359901787311,10.941764122330026,8.091850985090952,83.39610992741025,61.235518488196206,39.78387225710849,184.09082553055399,160.91519454469648,153.19020375002307
33,3.332949304172932,259.27327059998987,0.011221008873795754,-62.829921443207425,46.0,37.0,36.0,246.3617230220496,322.5329973913988,365.46587875217125,3.4623709490043213,4.532883057338081,5.1362623459594845,1.642411486813665,2.1502199826093267,2.436439191681143,3.5548188383247235,3.059634048129769,3.773938595785751,2175977.6584981973,3681750.926091141,1843771.3049697422,4.4224255656534135,4.9059334219301345,6.544013854726235,,133.46967058786691,,131.52270037839673,248.35778677331191,129.65259405424686
34,0.6769572034688621,259.2482050991941,-0.00022479009667285177,-62.82279629501221,28.0,109.0,77.0,62.79535251334156,166.15842685517998,196.2559314284568,0.8825267237444183,2.3351927524234126,2.7581834840749826,0.4186356834222773,1.1077228457012005,1.3083728761897122,0.7600309290901912,0.5299739941532271,0.4240518241144189,1397566.8014087202,3618660.56412845,2660446.3288348047,18.478185899424478,5.347663025396564,5.15469111875536,,51.19377780685904,58.00922285179404,169.3202536380188,151.45720195662284,154.0467091577198
35,4.0398191413301525,259.27573822125044,0.012346700216791958,-62.83255769156239,45.0,36.0,41.0,113.30266085919232,215.17919123857914,289.9160294535418,1.5923571104779355,3.0241312304347727,4.074483753877561,0.7553510723946159,1.4345279415905283,1.9327735296902808,4.123002911116832,3.773938595785751,3.8311601075008,1766857.8379547137,1843771.3049697422,1481373.7762468266,8.165148684157318,6.544013854726235,4.509197678979311,,,55.46347020193719,123.49963497612023,129.65259405424686,164.08215442277125
36,3.773938595785751,259.27463875999746,0.01184507278366013,-62.83161860230706,31.0,35.0,46.0,166.4194049063581,215.17919123857914,223.0526978356972,2.3388605414437307,3.0241312304347727,3.1347855974129395,1.1094626993757213,1.4345279415905283,1.4870179855713157,3.7545460242663586,4.0398191413301525,3.5548188383247235,524151.859610953,1098216.2240680773,2175977.6584981973,6.98256251138745,4.195728522728948,4.4224255656534135,,64.00991445023077,,94.04290309346305,164.1939241478088,131.52270037839673
37,3.0596340481297686,259.2699356515078,0.009698317555166279,-62.82944384155183,54.0,33.0,42.0,247.6809820065369,322.5329973913988,332.0280080642852,3.4809118324097077,4.532883057338081,4.666326064275262,1.6512065467102472,2.1502199826093267,2.213520053761902,3.012985546138463,3.332949304172932,2.6598982616843534,2457775.1723298095,4094393.366626867,1162888.321731929,6.3710790496758065,5.294158638829398,2.90119876764918,,102.8645004160799,41.77793397949222,150.1461082944427,206.51295379557934,147.44409695092054
38,2.3939664768520603,259.27174512145154,0.010528102125349815,-62.81964448384864,29.0,44.0,24.0,220.00326114992782,276.07401505689546,394.51010783417837,3.0919287734626906,3.87994789849081,5.544450329775328,1.466688407666186,1.8404934337126373,2.6300673855611905,2.5423133451573,2.314528732386902,2.825361271678859,6207843.954855143,7920905.060300147,5836086.887737218,5.983013357059683,8.818509030719168,5.418112756003953,100.70970682312779,41.76987523001668,82.58693959142674,212.1481816319481,144.5374587412715,181.43725292212392
39,4.412998590369575,259.2763609646913,0.012630411871974523,-62.834020354814434,45.0,30.0,35.0,231.76743606974057,246.91124704946057,301.1274115828977,3.2572626450630264,3.4700939670322364,4.232048668210432,1.5451162404649383,1.6460749803297379,2.0075160772193192,4.123002911116832,4.58205462853603,4.0398191413301525,1766857.8379547137,6403013.151307892,1098216.2240680773,8.165148684157318,9.461120642798386,4.195728522728948,,84.01158591193877,64.00991445023077,123.49963497612023,183.60449881989092,164.1939241478088
40,4.260737404952026,259.27953869872783,0.01408188774476135,-62.83272850684149,27.0,35.0,41.0,199.3588936824714,352.39240995587375,361.70034472449805,2.8017925570769435,4.952527640714856,5.08334148039249,1.3290592912164767,2.34928273303916,2.4113356314966548,4.2406843735783415,4.0398191413301525,3.8311601075008,3923209.513715396,1098216.2240680773,1481373.7762468266,6.630853012382333,4.195728522728948,4.509197678979311,35.84717906685892,64.00991445023077,55.46347020193719,156.33405637003997,164.1939241478088,164.08215442277125
41,3.8311601075008,259.2772062425762,0.013017548954306844,-62.831289773110846,36.0,35.0,40.0,246.11124719080246,289.9160294535418,361.70034472449805,3.458850758323319,4.074483753877561,5.08334148039249,1.6407416479386845,1.9327735296902808,2.4113356314966548,3.773938595785751,4.0398191413301525,4.260737404952026,1843771.3049697422,1098216.2240680773,5008658.459588257,6.544013854726235,4.195728522728948,4.104184411663019,,64.00991445023077,38.826007883168266,129.65259405424686,164.1939241478088,170.22605475568062
42,2.6598982616843534,259.26795964840613,0.008796404594729884,-62.828070744385116,37.0,54.0,43.0,332.0280080642852,342.7631322302082,433.573325591348,4.666326064275262,4.817197642822875,6.0934453143774965,2.213520053761902,2.285087548201389,2.8904888372756545,3.059634048129769,3.012985546138463,2.2283015445746037,3681750.926091141,2457775.1723298095,1106576.7274400855,4.9059334219301345,6.3710790496758065,5.421948702129557,133.46967058786691,,,248.35778677331191,150.1461082944427,118.2983746885467
43,2.228301544574604,259.2638303828519,0.006910965873159095,-62.82704742074161,62.0,64.0,42.0,205.3993244689228,420.3973542621141,433.573325591348,2.8866848521052937,5.908270037164607,6.0934453143774965,1.3693288297928194,2.802649028414096,2.8904888372756545,2.4315440484256765,2.708653108638401,2.6598982616843534,2343267.9418100566,1556120.5286675673,1162888.321731929,4.613367714804717,3.9642591291687705,2.90119876764918,59.40602506499853,,41.77793397949222,162.22905611331396,131.25396298395364,147.44409695092054
44,2.314528732386902,259.2696687936341,0.009579970377244916,-62.818661169617975,38.0,55.0,47.0,276.07401505689546,337.5017546497002,364.6931647254574,3.87994789849081,4.743254171966152,5.125402612697501,1.8404934337126373,2.2500116976646694,2.431287764836384,2.3939664768520603,2.2652019405077706,2.680261100231955,4056282.2396765724,2741404.067369547,2184404.8339143265,5.452416182934096,7.148885731865998,5.500596375395466,,,,151.77894150413272,136.59443115149804,145.4954794785207
45,4.123002911116832,259.2750852284037,0.012048354137520707,-62.83303231094347,35.0,59.0,39.0,113.30266085919232,228.72779262942646,231.76743606974057,1.5923571104779355,3.2145434555153334,3.2572626450630264,0.7553510723946159,1.524851950862844,1.5451162404649383,4.0398191413301525,4.172621620822026,4.412998590369575,1098216.2240680773,7433709.817550808,11962008.893082773,4.195728522728948,5.801091491528107,7.797961492353,64.00991445023077,59.331505562031694,74.24595258913277,164.1939241478088,165.00185527682166,181.55661544577745
46,3.5548188383247235,259.2725159491361,0.010875977712118479,-62.83109054640902,31.0,60.0,36.0,161.55525423330872,214.5345370520354,223.0526978356972,2.2704997028550244,3.0150712518785934,3.1347855974129395,1.0770350282220589,1.4302302470135702,1.4870179855713157,3.7545460242663586,3.6948762820919887,3.773938595785751,524151.859610953,1631063.9877653895,1843771.3049697422,6.98256251138745,7.152671327459631,6.544013854726235,,,,94.04290309346305,141.74351653836948,129.65259405424686
47,2.680261100231955,259.2705481108704,0.00998224646897656,-62.81690214532322,50.0,55.0,44.0,248.026602762296,342.65323877408366,364.6931647254574,3.485769191131808,4.815653198721316,5.125402612697501,1.6535106850819743,2.28435492516056,2.431287764836384,2.922520979842348,2.2652019405077706,2.314528732386902,5062987.468737091,2741404.067369547,7920905.060300147,5.631241141037332,7.148885731865998,8.818509030719168,65.46514136775458,,41.76987523001668,188.64792439046386,136.59443115149804,144.5374587412715
48,0.8820326683977593,259.2527829309588,0.001866381960434716,-62.81846457448177,81.0,72.0,146.0,47.05188718697307,145.4298240308976,202.93109572100056,0.6612678515705277,2.0438726912066767,2.8519963322838184,0.31367924791315394,0.9695321602059848,1.3528739714733378,0.9500949419743062,0.7082309390149305,0.9217684462098628,6374200.61278409,2831419.6378032914,5946716.48884772,11.851700063146916,5.281288884776154,7.016938279301029,57.43193431675864,,63.41213871984788,153.31324266508796,123.46031284992651,159.70667075399766
49,3.849593726763793,259.27231398943525,0.010783291853633008,-62.83236670247914,31.0,60.0,59.0,115.25476066339266,143.19959410526502,251.10676274767738,1.6197919472241271,2.012529010015507,3.5290578007455493,0.7683650710892849,0.9546639607017674,1.6740450849845168,3.7545460242663586,3.6948762820919887,4.172621620822026,524151.859610953,1631063.9877653895,7433709.817550808,6.98256251138745,7.152671327459631,5.801091491528107,,,59.331505562031694,94.04290309346305,141.74351653836948,165.00185527682166
50,2.922520979842348,259.2732341286899,0.011209321292566214,-62.816885222865295,47.0,24.0,66.0,248.026602762296,251.3841819112944,448.7451471667967,3.485769191131808,3.532956653379886,6.306670297633557,1.6535106850819743,1.6758945460752963,2.9916343144453132,2.680261100231955,2.825361271678859,3.409129501165633,2184404.8339143265,5836086.887737218,3352857.7283574,5.500596375395466,5.418112756003953,9.33775300272147,,82.58693959142674,,145.4954794785207,181.43725292212392,228.82671728265518
51,2.301643806015507,259.2650557300272,0.007473247597104531,-62.81644600777812,78.0,82.0,55.0,234.41084566516201,262.91035799820975,280.7186086766506,3.294413158857279,3.6949456862008354,3.9452230793172234,1.562738971101081,1.752735719988066,1.871457391177672,2.3228946877578074,2.1974778077564774,2.2652019405077706,2462793.4558250187,1065581.4579881693,2741404.067369547,4.823249154359178,3.394076049781596,7.148885731865998,58.13796467206135,,,154.02229543701807,98.92637376455686,136.59443115149804
52,0.08465672757750284,259.24867049339906,-1.2225005556272792e-05,-62.820562444116895,79.0,32.0,132.0,28.75794236274752,46.630283222175855,48.357246423992656,0.4041645064359532,0.6553426238127713,0.6796133877391742,0.19171961575165025,0.31086855481450576,0.3223816428266179,0.05472519815836905,0.123748334794819,0.03753659918007201,14827425.462382501,21088293.557977792,7598132.776906831,8.091850985090952,10.920899503180273,4.746705647521816,39.78387225710849,79.55267476972892,,153.19020375002307,181.96415202861087,146.08649899175387
53,0.5254085996049895,259.250793306662,0.0009574714057419957,-62.81931718064156,93.0,85.0,102.0,56.91639654152935,57.247734717969024,81.37584992679712,0.7999037979197916,0.804560429081192,1.1436572827990028,0.3794426436101959,0.3816515647864603,0.5425056661786478,0.5589812310608939,0.5887435043604102,0.5874421900495443,4017476.4357015966,3416351.1207230003,3023655.222071063,5.202542441798214,6.179531636964085,2.8016051369548918,77.36007754976264,63.10333943814913,77.02775427309194,176.71354698855228,166.2748664771857,179.2642101947408
54,3.012985546138463,259.26733294237283,0.008509728012119792,-62.82974227018313,37.0,42.0,70.0,247.6809820065369,342.7631322302082,364.81778314567686,3.4809118324097077,4.817197642822875,5.12715400164131,1.6512065467102472,2.285087548201389,2.4321185543045143,3.059634048129769,2.6598982616843534,3.2032230831783064,3681750.926091141,1162888.321731929,2870772.355172561,4.9059334219301345,2.90119876764918,6.00878626618412,133.46967058786691,41.77793397949222,,248.35778677331191,147.44409695092054,143.06766819477636
55,2.2652019405077706,259.2670661151684,0.008391379972190558,-62.81748821850404,51.0,44.0,47.0,280.7186086766506,337.5017546497002,342.65323877408366,3.9452230793172234,4.743254171966152,4.815653198721316,1.871457391177672,2.2500116976646694,2.28435492516056,2.301643806015507,2.314528732386902,2.680261100231955,3946161.238950308,7920905.060300147,2184404.8339143265,8.468712693367678,8.818509030719168,5.500596375395466,67.54101225608237,41.76987523001668,,165.88111593227424,144.5374587412715,145.4954794785207
