,Unnamed: 0,Unnamed: 0.1,cloudnum,RGAL_KPC,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3,RGAL_KPC_nn,RGAL_KPC_nn2,RGAL_KPC_nn3,MLUM_MSUN_nn,MLUM_MSUN_nn2,MLUM_MSUN_nn3,SIGV_KMS_nn,SIGV_KMS_nn2,SIGV_KMS_nn3,RAD_PC_nn,RAD_PC_nn2,RAD_PC_nn3,RAD_NODC_nn,RAD_NODC_nn2,RAD_NODC_nn3,clouds_r400pc,nn_dist,nn3_dist,nn5_dist,clouds_r100pc,clouds_r200pc,clouds_r600pc,clouds_r800pc,clouds_r1000pc,clouds_r1500pc
89,89,89,90,0.8193922465748633,259.2528665348333,0.0023014623673389,-62.81873516891634,109.0,62.0,80.0,24.35516900111317,37.95719448428309,52.61849684844629,0.4877833345469577,0.760203589420577,1.053838955106845,0.2706129889012579,0.4217466053809241,0.5846499649827377,0.822837779090507,0.7862515110273748,0.7452186025859454,1837032.6150464253,203204.3614218976,725508.9874562327,5.563672414104329,3.010487067888876,6.612195383839147,38.63386718305173,,24.000396534976588,96.82572886696909,66.46701555046123,86.47267109428883,29,24.355169002858844,52.61849684574795,78.65136970584355,6,13,48,61,77,121
90,90,90,91,2.9170529585549425,259.2731342613196,0.0115606378161756,-62.81686530142762,81.0,82.0,66.0,182.123925039436,258.4808915476286,275.1988895290762,3.647563088248571,5.176834173887691,5.511660871331964,2.0235991671048468,2.872009906084767,3.0577654392119618,2.6958166080533608,2.701530197078273,2.8235283782227887,2411726.0292243245,1670635.9429714254,4062640.382376526,3.0404742604776307,6.494853201483432,4.728034240239714,51.60731011253901,,58.313496954492095,114.4487985164872,86.73921640858427,120.75394185932184,3,182.1239250394352,275.19888952907473,488.31438752081243,0,1,12,18,25,41
91,91,91,92,3.786646830008412,259.27133231032985,0.0107318217652697,-62.83226460244504,102.0,95.0,113.0,112.14012179994432,128.20855744301585,169.63712343484062,2.245933195765496,2.567750511776416,3.3974784460833938,1.2460013533327168,1.424539527144623,1.884856927053788,3.6561033769053664,3.809863639092042,4.006720106259058,723692.4657451961,2055107.537088428,972684.385353078,5.157304896590326,6.268431049372548,4.159227443303887,,42.73348724145416,32.75901337374613,78.03769483808084,107.14837070724708,90.63506300611546,11,112.14012179994504,169.63712343210835,282.3037606813625,0,3,22,37,46,74
92,92,92,93,3.026828547165493,259.2672595905047,0.0088729702154584,-62.82981160147137,84.0,89.0,72.0,158.10155546269263,192.4247293930472,193.5571230296624,3.166445033377851,3.853866756102022,3.876546243321456,1.7566839495854767,2.13805254881164,2.150634700329585,2.8595164970143925,3.1997525195726664,3.0490040994444527,1293478.1271639282,422583.2185573623,1465796.656032318,3.241859361769171,2.0777834483517914,4.498797924366808,35.16832711471157,,26.169381119131124,96.16472988035471,69.50254292454146,88.78319966398512,11,158.10155546269291,193.55712302965932,288.96283235354207,0,3,18,31,42,79
93,93,93,94,4.320921660648983,259.2735899443896,0.0117619276599949,-62.8340721324273,101.0,87.0,83.0,139.2405972107155,186.5830908703064,187.0432119698525,2.788699302749586,3.7368708971239872,3.7460861649064334,1.5471177467857304,2.07314545411452,2.0782579107761427,4.148481279269948,4.562555751970115,4.405847288056407,2798233.6863171603,2721760.174619461,5056797.276044747,5.720395391465758,6.500373436774648,5.969787965527349,39.12762775460718,48.71642690021098,36.703017900523086,97.65740185961656,111.86520307754483,96.69406546080678,12,139.24059721188405,187.04321196986896,204.29092004086345,0,4,18,28,38,64
94,94,94,95,3.809863639092042,259.2726943161852,0.0113537577818185,-62.83213970452889,92.0,102.0,113.0,128.20855744301585,143.60223707302578,200.4293202548465,2.567750511776416,2.876053869496112,4.014182047778879,1.424539527144623,1.5955804119225114,2.2269924472760767,3.786646830008412,3.6561033769053664,4.006720106259058,1325099.9144891738,723692.4657451961,972684.385353078,7.941334838664252,5.157304896590326,4.159227443303887,30.49594051167197,,32.75901337374613,88.31120507241539,78.03769483808084,90.63506300611546,9,128.2085574435851,200.429320254849,232.34948605359298,0,2,22,36,48,73
95,95,95,96,3.3325069265153395,259.269847768824,0.0100545397967683,-62.83064067637079,89.0,72.0,108.0,108.57623099425724,229.34914820689937,235.08386724096653,2.174555881936146,4.593385998789522,4.7082404829854365,1.2064025666028602,2.548323868965553,2.6120429693440776,3.1997525195726664,3.0490040994444527,3.276980492867488,422583.2185573623,1465796.656032318,1245577.8840668197,2.0777834483517914,4.498797924366808,4.524391920059844,,26.169381119131124,33.9389534465282,69.50254292454146,88.78319966398512,93.26665746948298,10,108.5762309942632,235.0838672407641,262.25710356537655,0,1,19,35,50,80
96,96,96,97,0.5511036299485947,259.2507618493383,0.0013400055121212,-62.81921023567663,79.0,159.0,178.0,36.65912822102829,43.97302544367025,58.74488409310951,0.7342060243729108,0.8806881602854544,1.1765377382190123,0.407323646900315,0.4885891715963368,0.6527209343678845,0.5156777721906516,0.575730682905784,0.5011769594401926,1263244.8813416332,2843912.2145940475,2349665.690727957,6.430161655928783,7.283898593341314,5.742839083657576,,73.06676927270367,68.18265462813879,92.90294961191886,143.37980767780658,135.98826592920858,40,36.659128221028546,58.74488409327362,78.5718403816655,6,10,52,71,81,125
97,97,97,98,2.296454444916181,259.2685821244583,0.0094806577400445,-62.8181055003233,116.0,78.0,111.0,172.7183651392456,187.5063987361396,262.67119143904426,3.4591893031524266,3.7553628316118552,5.260757157698358,1.9190929459916213,2.0834044304015547,2.918568793767164,2.2469758647261378,2.315939013278982,2.250991972605508,1032623.0869201432,5837758.386187996,1015696.7129615368,5.7358730198104295,7.039913329731457,4.136012546295272,,41.52277532943655,,70.30652739213518,101.7943771414384,85.3952251489566,6,172.71836513839676,262.67119143718776,340.8360767656958,0,2,13,21,24,67
98,98,98,99,4.734701212321307,259.27211057738344,0.0110858289512001,-62.835837619697934,106.0,87.0,100.0,173.82652415943286,232.7408228549701,302.9072727177343,3.4813834214543986,4.661314181486947,6.0666021056157735,1.9314058239937013,2.5860091428330056,3.3656363635303865,4.544827404604241,4.562555751970115,4.327718462795254,2105435.8392000743,2721760.174619461,3011322.0094191567,4.472593276005978,6.500373436774648,5.071268120280486,61.05900897903015,48.71642690021098,57.36398737206547,123.9554088228096,111.86520307754483,118.96929911978344,6,173.8265241613346,302.9072727191065,335.93881095454736,0,1,11,19,29,54
99,99,99,100,4.327718462795254,259.2711514254531,0.0106484554276996,-62.834404127492505,106.0,101.0,94.0,179.4070316848703,231.0211508569611,234.8331614720689,3.5931493701570263,4.626872731235564,4.70321936833263,1.9934114631652284,2.566901676188461,2.6092573496896594,4.544827404604241,4.148481279269948,4.320921660648983,2105435.8392000743,2798233.6863171603,3622980.9469878767,4.472593276005978,5.720395391465758,5.558251653714873,61.05900897903015,39.12762775460718,38.68306348080652,123.9554088228096,97.65740185961656,100.19834701490012,9,179.4070316834739,234.8331614724617,279.8121584344476,0,1,20,26,38,67
100,100,100,101,4.148481279269948,259.27271354870226,0.011362009385323,-62.8335111506689,113.0,94.0,88.0,117.57120400776031,139.2405972107155,183.19098178277733,2.3547064664172432,2.788699302749586,3.668934013508588,1.3063467111973392,1.5471177467857304,2.035455353141973,4.006720106259058,4.320921660648983,4.131383253967666,972684.385353078,3622980.9469878767,3001100.63771542,4.159227443303887,5.558251653714873,5.503620250784041,32.75901337374613,38.68306348080652,48.93009555652355,90.63506300611546,100.19834701490012,107.90563544252132,11,117.57120400775966,183.19098178223717,277.18679784781585,0,3,21,31,41,70
101,101,101,102,3.6561033769053664,259.2714506991645,0.0107860802957667,-62.8317124124069,92.0,95.0,76.0,112.14012179994432,143.60223707302578,149.05410994291054,2.245933195765496,2.876053869496112,2.9852435338288426,1.2460013533327168,1.5955804119225114,1.656156777143453,3.786646830008412,3.809863639092042,3.5392375725670666,1325099.9144891738,2055107.537088428,2483511.1939692013,7.941334838664252,6.268431049372548,4.36332556146592,30.49594051167197,42.73348724145416,38.14796111068648,88.31120507241539,107.14837070724708,99.4065275487665,9,112.14012179994504,149.0541099441546,276.0616058475575,0,3,22,36,49,75
102,102,102,103,3.5107827435261885,259.2678122640252,0.0091247660074718,-62.8316624938814,108.0,112.0,96.0,177.94009786567062,278.9425906635296,279.2172741705519,3.5637697394980807,5.5866394117324605,5.592140750565061,1.977112198507455,3.0993621184836666,3.102414157450582,3.276980492867488,3.7149988407468864,3.3325069265153395,1245577.8840668197,4981652.489796064,586687.9386565809,4.524391920059844,5.757559742872672,1.4708070703965126,33.9389534465282,76.61117982960883,36.36134349534736,93.26665746948298,144.18758393685607,96.23700309769536,10,177.94009786845024,279.21727417162043,319.67798953086816,0,1,20,36,52,76
103,103,103,104,0.2725565867235497,259.2484825651368,0.000298806235058,-62.82146942859536,55.0,131.0,5.0,153.66320258685616,157.84158260555537,162.71751436636015,3.077554064665105,3.1612383182390515,3.258893081102741,1.707368917631738,1.7537953622839515,1.8079723818484488,0.099687865268107,0.4196973490755422,0.4316791360609841,14069510.01461352,2589713.300434537,1080479.066069996,11.505376933761196,9.03234461141978,7.7351046230056015,50.61538604093411,49.86754706911032,55.658701584314734,112.20542962229744,109.34176636641018,125.41427260651017,35,153.66320258403715,162.717514367231,184.51990871134694,0,10,52,79,90,124
104,104,104,105,2.574906254702152,259.2671550503008,0.008829384881429,-62.81597704763633,118.0,128.0,86.0,180.490575032572,216.08259941925152,222.47934893922363,3.614850487781952,4.327684643759998,4.455798220429124,2.0054508336952472,2.4009177713250205,2.4719927659913776,2.5818291786659584,2.791566491306152,2.29198509834306,1330939.6789038512,1487271.515125524,3705193.489998749,6.301212865078635,3.2758844828430327,7.72388221794227,34.17788004251099,56.84622958546095,40.554511691779055,100.19579579735628,121.67180671160938,100.23729352275213,8,180.4905750325687,222.47934893985814,324.56614474336635,0,1,13,23,34,70
105,105,105,106,4.544827404604241,259.27069974992224,0.010441930134416,-62.83526744236446,99.0,100.0,123.0,173.82652415943286,179.4070316848703,196.13283147351143,3.4813834214543986,3.5931493701570263,3.928132321558239,1.9314058239937013,1.9934114631652284,2.17925368303902,4.734701212321307,4.327718462795254,4.564263212219564,1869611.7005195613,3011322.0094191567,1122433.0015076888,5.300299723571071,5.071268120280486,2.6588276068930763,59.03680590033302,57.36398737206547,50.61381080303043,121.70718148747612,118.96929911978344,113.63030179942372,6,173.8265241613346,196.13283147352126,323.39086264773294,0,3,15,24,31,63
106,106,106,107,3.944345425273572,259.2666543631797,0.0085955486018364,-62.83341575795328,119.0,112.0,124.0,131.0334652606012,176.69649917631398,213.37355574032568,2.624327534706808,3.5388630465695736,4.273428138330725,1.4559273917844602,1.963294435292381,2.3708172860036227,3.8778028451842985,3.7149988407468864,4.215956891723618,2811130.966803558,4981652.489796064,1901005.9351705816,6.607272698874693,5.757559742872672,4.236284620162998,41.71206630102776,76.61117982960883,39.6493646085971,101.88004715750571,144.18758393685607,100.63727312907322,6,131.03346526218695,213.37355574032568,354.6090857526334,0,2,18,30,47,70
107,107,107,108,3.276980492867488,259.2673277996176,0.0089038145215912,-62.830810254077775,103.0,93.0,89.0,177.94009786567062,201.93305267764623,208.56952874648724,3.5637697394980807,4.044298677863692,4.177213478264068,1.977112198507455,2.2437005853071845,2.3174392082943065,3.5107827435261885,3.026828547165493,3.1997525195726664,1578088.3131893696,2018295.567789617,422583.2185573623,2.0340701058339885,3.6690563726097256,2.0777834483517914,65.54126298764591,43.3212721941555,,129.29561843141664,102.42638223679296,69.50254292454146,7,177.94009786845024,208.56952874564283,313.5740876700029,0,1,20,33,48,78
108,108,108,109,0.822837779090507,259.25265736032543,0.0022059154783724,-62.818661736924064,90.0,62.0,74.0,24.35516900111317,59.828822653195104,63.12378205426285,0.4877833345469577,1.1982467711252678,1.2642379487589035,0.2706129889012579,0.6647646961466134,0.7013753561584773,0.8193922465748633,0.7862515110273748,0.9078967649816706,920941.4284976856,203204.3614218976,611368.655372394,3.374700362171319,3.010487067888876,4.8820609005748326,43.96820844604146,,,102.20515696945272,66.46701555046123,75.8925842014897,29,24.355169002858844,63.12378205426321,80.51699123264197,5,13,48,61,77,122
109,109,109,110,0.9916787953829292,259.2525748770844,0.0021682851788184,-62.81800058490674,132.0,179.0,146.0,37.2936916323089,58.60278241982424,60.1653572963221,0.7469150085200463,1.1736917375184377,1.2049868594575457,0.4143743514700996,0.6511420268869372,0.6685039699591356,0.9634861276558369,0.9566466980762406,1.0147618120041526,968826.7659693332,4234564.134249235,1637631.1355325717,1.9553279474066576,9.670838210715624,9.802811614482852,44.97927844415204,60.29817328371169,41.66797409808544,103.73734425769516,122.29602447251328,104.69487388238868,30,37.29369163231528,60.165357296334406,72.25897071697676,6,12,40,56,80,119
110,110,110,111,2.250991972605508,259.2664199468337,0.0084931824721897,-62.817260524842176,116.0,86.0,98.0,91.13881775066228,206.61404925992184,262.67119143904426,1.825320794409336,4.138049294901124,5.260757157698358,1.0126535305629158,2.29571165844358,2.918568793767164,2.2469758647261378,2.29198509834306,2.296454444916181,1032623.0869201432,3705193.489998749,2657787.6493144897,5.7358730198104295,7.72388221794227,5.843391825329214,,40.554511691779055,41.45101376430441,70.30652739213518,100.23729352275213,100.39353449532086,7,91.13881774959766,262.67119143718776,350.2790450753182,1,1,13,18,33,77
111,111,111,112,3.7149988407468864,259.26571170973966,0.0081653640659334,-62.832654655605324,107.0,119.0,130.0,176.69649917631398,212.5892796370193,266.0652421018666,3.5388630465695736,4.257720720621621,5.328732927025074,1.963294435292381,2.3621031070779965,2.9562804677985235,3.944345425273572,3.8778028451842985,3.4313973628902423,957724.4906091996,2811130.966803558,2276526.292146116,,6.607272698874693,5.229298289672272,50.01756492431001,41.71206630102776,46.35772330191973,113.15326368594847,101.88004715750571,109.64514448781304,7,176.6964991763095,266.0652421018716,355.03782168588964,0,1,18,35,50,72
112,112,112,113,4.006720106259058,259.2719013727243,0.0109913555816381,-62.833062803095615,101.0,92.0,95.0,117.57120400776031,169.63712343484062,200.4293202548465,2.3547064664172432,3.3974784460833938,4.014182047778879,1.3063467111973392,1.884856927053788,2.2269924472760767,4.148481279269948,3.786646830008412,3.809863639092042,2798233.6863171603,1325099.9144891738,2055107.537088428,5.720395391465758,7.941334838664252,6.268431049372548,39.12762775460718,30.49594051167197,42.73348724145416,97.65740185961656,88.31120507241539,107.14837070724708,9,117.57120400775966,200.429320254849,256.64891076991745,0,2,23,33,43,74
113,113,113,114,2.70086956371925,259.26335948423144,0.0070922215722528,-62.82907869457154,115.0,125.0,93.0,186.72321691867984,353.13781136623754,389.1961789841608,3.739677330170268,7.072615229028584,7.79478926913427,2.0747024102075566,3.923753459624869,4.324401988712905,2.45672469159012,3.1709186014238697,3.026828547165493,863354.7050596741,5577996.620909579,2018295.567789617,4.352498992492949,7.572891918479492,3.6690563726097256,,66.03668251321805,43.3212721941555,76.62391464919567,132.17773453165506,102.42638223679296,5,186.72321691729303,389.19617898361673,391.54383562148615,0,1,17,26,37,72
114,114,114,115,2.45672469159012,259.2628249440986,0.0068483332033989,-62.82818759398133,114.0,73.0,84.0,186.72321691867984,417.4145521797525,473.62554638650033,3.739677330170268,8.359944541602594,9.485733740236938,2.0747024102075566,4.637939468663925,5.262506070961124,2.70086956371925,2.502893335297918,2.8595164970143925,1674238.7658550036,1118812.5298352232,1293478.1271639282,4.042857334485018,5.246150819205206,3.241859361769171,39.85378172908437,,35.16832711471157,101.78237983953044,87.75915718615049,96.16472988035471,1,186.72321691729303,473.62554638544736,521.9095356789645,0,1,11,23,29,68
115,115,115,116,2.2469758647261378,259.26708014095175,0.0087946787006306,-62.81759585407753,111.0,98.0,86.0,91.13881775066228,172.7183651392456,297.6869242862156,1.825320794409336,3.4591893031524266,5.962049393815383,1.0126535305629158,1.9190929459916213,3.3076324920690685,2.250991972605508,2.296454444916181,2.29198509834306,1015696.7129615368,2657787.6493144897,3705193.489998749,4.136012546295272,5.843391825329214,7.72388221794227,,41.45101376430441,40.554511691779055,85.3952251489566,100.39353449532086,100.23729352275213,6,91.13881774959766,297.6869242851144,352.998780726306,1,2,14,19,31,70
116,116,116,117,1.724916074328321,259.258169000338,0.0047240030548228,-62.81663641140558,136.0,121.0,167.0,62.85594476148344,154.38977750421023,267.632026395819,1.2588737253457134,3.092105847737066,5.360112354832983,0.6983993862387061,1.7154419722690055,2.973689182175772,1.6713865558142498,1.5585292093380396,1.4218266146132044,1409872.1886575,952890.2302490412,772776.3972967892,7.655433945764441,7.769666984212887,5.281450189986597,41.44717485024581,31.67651303529035,,102.03329594683048,92.08765837219214,98.60215319805536,9,62.855944761178066,267.6320263948641,352.53156350437536,1,2,23,44,62,116
117,117,117,118,2.5818291786659584,259.2656492179112,0.0081416031148567,-62.81540742652608,128.0,105.0,86.0,150.91783053241028,180.490575032572,222.9433829843708,3.0225699774995247,3.614850487781952,4.4650918563663184,1.6768647836934505,2.0054508336952472,2.477148699826346,2.791566491306152,2.574906254702152,2.29198509834306,1487271.515125524,1167185.7485332629,3705193.489998749,3.2758844828430327,8.924932542213385,7.72388221794227,56.84622958546095,,40.554511691779055,121.67180671160938,88.65826310649568,100.23729352275213,8,150.9178305324145,222.94338298575255,281.21158122297277,0,2,14,28,37,78
118,118,118,119,3.8778028451842985,259.2678391067712,0.0091365887956538,-62.83305853581778,107.0,112.0,124.0,131.0334652606012,212.5892796370193,252.2105411643019,2.624327534706808,4.257720720621621,5.051252108798466,1.4559273917844602,2.3621031070779965,2.802339346270026,3.944345425273572,3.7149988407468864,4.215956891723618,957724.4906091996,4981652.489796064,1901005.9351705816,,5.757559742872672,4.236284620162998,50.01756492431001,76.61117982960883,39.6493646085971,113.15326368594847,144.18758393685607,100.63727312907322,6,131.03346526218695,252.21054116717335,360.134328240151,0,1,23,35,48,73
119,119,119,120,0.1029938381538048,259.2487886639564,0.0004386359762117,-62.82048815737511,135.0,55.0,151.0,25.819851331425447,47.465449526154345,49.97707748832357,0.51711787257045,0.95063414442247,1.0009368240085688,0.2868872370158389,0.5273938836239379,0.5553008609813739,0.0734620295307918,0.099687865268107,0.0466672642193928,9827678.585828142,14069510.01461352,26486568.085232668,4.95975293076244,11.505376933761196,15.32970783331404,53.17795960845155,50.61538604093411,50.4133381663279,120.91896233859676,112.20542962229744,118.0745421365752,40,25.81985133142039,49.977077487794936,95.16242716731993,6,13,64,75,89,119
120,120,120,121,1.5585292093380396,259.2565629186112,0.0039902524175964,-62.81684887964141,136.0,167.0,117.0,93.82740990436086,113.9383341761636,154.38977750421023,1.8791676983625765,2.2819476462936668,3.092105847737066,1.0425267767151227,1.2659814908462643,1.7154419722690055,1.6713865558142498,1.4218266146132044,1.724916074328321,1409872.1886575,772776.3972967892,724782.857039226,7.655433945764441,5.281450189986597,6.656707249220114,41.44717485024581,,,102.03329594683048,98.60215319805536,80.16689110504635,11,93.82740990553455,154.3897775038137,224.47162304319482,1,4,28,51,65,123
121,121,121,122,3.3932921595217365,259.2726160649694,0.0113249082236041,-62.81426367079128,141.0,152.0,91.0,249.7404944002633,457.1928470109023,527.9673148342373,5.001782214050675,9.156620979957156,10.574086238115491,2.774894382225152,5.079920522343368,5.866303498158202,3.4333575485642607,3.382986075000828,2.9170529585549425,2174534.956831711,1927439.237378508,3910683.374891696,4.166407122350867,4.272541064497235,6.911917011446036,44.52452918487634,61.32180564043957,130.31707984752964,106.61143121155985,124.06185734091558,229.521131776443,1,249.74049439927543,527.9673148356684,545.9833902166087,0,0,5,11,23,45
122,122,122,123,4.564263212219564,259.26864520007166,0.0095038443164273,-62.835515897746994,106.0,124.0,138.0,196.13283147351143,254.0307013673504,285.677462300628,3.928132321558239,5.087706128608883,5.7215248705334005,2.17925368303902,2.82256334852612,3.1741940255625387,4.544827404604241,4.215956891723618,4.509740263753777,2105435.8392000743,1901005.9351705816,2204475.893020009,4.472593276005978,4.236284620162998,4.037712139101658,61.05900897903015,39.6493646085971,49.57965451182346,123.9554088228096,100.63727312907322,113.2244070444071,6,196.13283147352126,285.6774623006372,322.4997823902809,0,1,14,22,30,57
123,123,123,124,4.215956891723618,259.2678973592321,0.0091627971819551,-62.83430615346053,107.0,139.0,119.0,213.37355574032568,232.6667854371044,252.2105411643019,4.273428138330725,4.659831366131977,5.051252108798466,2.3708172860036227,2.58518650485672,2.802339346270026,3.944345425273572,4.337152524974848,3.8778028451842985,957724.4906091996,2263595.315422768,2811130.966803558,,2.426153702862572,6.607272698874693,50.01756492431001,34.95079209174927,41.71206630102776,113.15326368594847,100.1889755485264,101.88004715750571,8,213.37355574032568,252.21054116717335,300.917299816085,0,0,17,29,37,65
124,124,124,125,3.1709186014238697,259.26387055156533,0.007325167321261,-62.8308103598111,144.0,130.0,158.0,171.04768821374648,202.28229110620745,318.97516646438544,3.42572912220959,4.051293196572543,6.388408568569468,1.9005298690416312,2.2475810122911986,3.544168516270956,3.304863309351198,3.4313973628902423,3.2899035301198487,3143274.039881179,2276526.292146116,388431.3128382645,4.96734774562936,5.229298289672272,1.1068895551252402,49.53765095132133,46.35772330191973,,108.631893860699,109.64514448781304,92.7139017109786,7,171.04768821069186,318.97516646318,349.8598965612255,0,1,20,32,45,76
125,125,125,126,0.6313408212076942,259.2507751442364,0.0013460921435808,-62.81891459145886,159.0,145.0,97.0,39.9326420824581,44.335207110862825,59.76505624892002,0.799767692491122,0.8879419051199454,1.1969696627911828,0.4436960231384241,0.4926134123429212,0.6640561805435571,0.575730682905784,0.6963988171039243,0.5511036299485947,2843912.2145940475,1987402.868376871,3378109.39236956,7.283898593341314,2.9117933945850707,5.309320167718576,73.06676927270367,49.67392149397077,70.30593780003903,143.37980767780658,109.11881799141428,139.63039819206892,34,39.93264208246677,59.76505624892031,69.64070874253821,8,14,50,69,80,122
126,126,126,127,2.270892367977671,259.26364683845503,0.0072266340033467,-62.81607749721656,137.0,86.0,133.0,66.63569540428067,148.03596617940556,152.70681624690715,1.3345742623534989,2.9648522337320147,3.0583996372006856,0.7403966156031199,1.6448440686600647,1.6967424027434157,2.225208778728112,2.29198509834306,2.313905485438528,730240.3745352783,3705193.489998749,2197306.200082251,3.6462101212870377,7.72388221794227,5.882085621800536,,40.554511691779055,40.66560332953858,78.76618947508474,100.23729352275213,98.41590257626557,8,66.63569540465858,152.7068162479455,229.21021295557208,1,4,14,27,41,92
127,127,127,128,2.791566491306152,259.26687830436657,0.0087032675287641,-62.81491537394209,118.0,105.0,86.0,150.91783053241028,216.08259941925152,358.8816150440432,3.0225699774995247,4.327684643759998,7.187651659726932,1.6768647836934505,2.4009177713250205,3.987573500489375,2.5818291786659584,2.574906254702152,2.29198509834306,1330939.6789038512,1167185.7485332629,3705193.489998749,6.301212865078635,8.924932542213385,7.72388221794227,34.17788004251099,,40.554511691779055,100.19579579735628,88.65826310649568,100.23729352275213,4,150.9178305324145,358.8816150453005,419.67224964226864,0,1,15,23,32,69
128,128,128,129,4.004733086583221,259.2629461011522,0.0069023256209805,-62.8338755578225,139.0,107.0,112.0,330.2667990853468,354.6090857526388,355.0378216858872,6.61455646399487,7.102081792212751,7.110668480449258,3.669631100948304,3.940100952807106,3.944864685398753,4.337152524974848,3.944345425273572,3.7149988407468864,2263595.315422768,957724.4906091996,4981652.489796064,2.426153702862572,,5.757559742872672,34.95079209174927,50.01756492431001,76.61117982960883,100.1889755485264,113.15326368594847,144.18758393685607,4,330.26679908444555,355.03782168588964,410.1537828898152,0,0,11,23,39,67
129,129,129,130,3.4313973628902423,259.2635212915886,0.0071654476193815,-62.83179839013993,144.0,125.0,158.0,117.71582208844956,202.28229110620745,265.46772493978267,2.3576028655196737,4.051293196572543,5.3167659021295774,1.3079535787605527,2.2475810122911986,2.9496413882198125,3.304863309351198,3.1709186014238697,3.2899035301198487,3143274.039881179,5577996.620909579,388431.3128382645,4.96734774562936,7.572891918479492,1.1068895551252402,49.53765095132133,66.03668251321805,,108.631893860699,132.17773453165506,92.7139017109786,5,117.71582208939844,265.46772493976823,396.94748631395015,0,1,17,29,47,73
130,130,130,131,0.4196973490755422,259.24698850728504,-0.0003836215795502,-62.82184917805554,206.0,270.0,143.0,28.081992722782346,45.64305160246364,71.30004459547328,0.5624238555033677,0.9141353077258876,1.4279914668026796,0.3120221413642488,0.5071450178051525,0.7922227177274823,0.4589218966983112,0.4517358422386382,0.4922539516256189,8924909.783479063,9201117.073288834,2199425.4140927703,10.217603711431298,9.64051601630104,5.115872280904708,78.49204269504384,66.24592899343794,62.401007851345874,148.02626892653117,132.07523716680492,129.46574515302083,38,28.0819927227744,71.30004459604551,119.22131050394702,3,10,52,75,98,134
131,131,131,132,0.9634861276558369,259.2527913252249,0.00226715068367,-62.81815638665251,140.0,110.0,74.0,26.735807932642217,37.2936916323089,39.77945770648096,0.5354625765312967,0.7469150085200463,0.7966997283266685,0.297064532584914,0.4143743514700996,0.4419939745164559,0.9382208037910048,0.9916787953829292,0.9078967649816706,1529884.0627606912,899095.6232363931,611368.655372394,2.1931020689466685,5.660518917776167,4.8820609005748326,65.64470900785064,24.308600277461224,,130.69347075873466,83.47258168512744,75.8925842014897,28,26.735807932635392,39.779457705061304,85.50733938462409,5,14,43,54,78,120
132,132,132,133,2.313905485438528,259.26250566124656,0.0067054137424121,-62.81553049661184,160.0,137.0,127.0,58.8718077008583,109.2333217879199,152.70681624690715,1.1790797538633138,2.1877160426567817,3.0583996372006856,0.6541311966762045,1.2137035754213343,1.6967424027434157,2.235005245733064,2.225208778728112,2.270892367977671,1425555.1345110806,730240.3745352783,932372.427467566,5.241895039122263,3.6462101212870377,2.754286402047002,25.94674211777249,,,87.45032234599326,78.76618947508474,89.15916560271151,8,58.87180770165792,152.7068162479455,297.88760420225,1,3,19,30,45,94
133,133,133,134,4.678356802599615,259.27869087341264,0.014102028064337,-62.81075184576971,122.0,141.0,152.0,904.8827478403838,917.8581646500036,1040.6967140211957,18.122917730335704,18.382788317899426,20.84298874682901,10.05425275378206,10.198424051666723,11.56329682245775,3.3932921595217365,3.4333575485642607,3.382986075000828,4880662.135946626,2174534.956831711,1927439.237378508,10.097562947391005,4.166407122350867,4.272541064497235,78.88594190023066,44.52452918487634,61.32180564043957,172.0260089930804,106.61143121155985,124.06185734091558,0,904.8827478392576,1040.6967140205622,1320.7514547786095,0,0,0,0,2,9
134,134,134,135,0.0734620295307918,259.2485493723029,0.0003293316291504,-62.82055428710467,151.0,120.0,55.0,24.99953329886147,25.819851331425447,41.12981462581711,0.5006886100473785,0.51711787257045,0.8237445663613476,0.2777725922095723,0.2868872370158389,0.4569979402868576,0.0466672642193928,0.1029938381538048,0.099687865268107,26486568.085232668,11036168.386760855,14069510.01461352,15.32970783331404,5.852375066507751,11.505376933761196,50.4133381663279,50.780451688794855,50.61538604093411,118.0745421365752,115.67241395940584,112.20542962229744,42,24.99953329859377,41.12981462700903,75.19553733906532,5,14,61,75,88,119
135,135,135,136,1.6713865558142498,259.2574900154731,0.004413812478623,-62.81665883520154,117.0,121.0,167.0,62.85594476148344,93.82740990436086,207.76486153161187,1.2588737253457134,1.8791676983625765,4.161097669038741,0.6983993862387061,1.0425267767151227,2.3084984614623583,1.724916074328321,1.5585292093380396,1.4218266146132044,724782.857039226,952890.2302490412,772776.3972967892,6.656707249220114,7.769666984212887,5.281450189986597,,31.67651303529035,,80.16689110504635,92.08765837219214,98.60215319805536,8,62.855944761178066,207.76486153221177,296.2041413383265,2,2,26,46,63,122
